time,refpitch,refyaw,mespitch,mesyaw,epsilonpitch,epsilonyaw,norm
0,0,0,0,0,0,0,0
0.0150050016672224,-0.000539998375671887,-6.74999493074367e-05,-0.123959142605445,0,0.123419144229773,-6.74999493074367e-05,0.123419162688185
0.0300100033344448,-0.00215566051672428,-0.000269729391824409,-0.591741361491871,2.34763803434389e-05,0.589585700975146,-0.000293205772167848,0.589585773881951
0.0450150050016672,-0.00484048694421229,-0.00060628271944291,-1.35558121887809,0.000291912233019549,1.35074073193388,-0.000898194952462459,1.35074103056783
0.0600200066688896,-0.00858797817919101,-0.00107675432405493,-2.37144274161752,0.00127384286930524,2.36285476343833,-0.00235059719336017,2.36285593263965
0.075025008336112,-0.0133916347427156,-0.00168073859755247,-3.59875003144046,0.00363458894319119,3.58535839669775,-0.00531532754074366,3.58536233670712
0.0900300100033345,-0.019244957155841,-0.00241782993182752,-5.00012754712579,0.00819210298518151,4.98088258996995,-0.010609932917009,4.98089389023118
0.105035011670557,-0.0261414459396225,-0.00328762271877207,-6.54118582598407,0.0158771476537065,6.51504438004445,-0.0191647703724786,6.51507256769809
0.120040013337779,-0.0340746016151151,-0.00428971135027812,-8.19035621322076,0.0276975466792081,8.15628161160565,-0.0319872580294862,8.1563443350862
0.135045015005002,-0.0430379247033739,-0.00542369021823765,-9.91876803087503,0.0447063602505281,9.87573010617165,-0.0501300504687657,9.87585733756341
0.150050016672224,-0.0530249157254541,-0.00668915371454267,-11.7001565120274,0.0679739059366719,11.6471315963019,-0.0746630596512146,11.647370904803
0.165055018339446,-0.0640290752024107,-0.00808569623108516,-13.5107882705305,0.0985635619325531,13.4467591953281,-0.106649258163638,13.4471821182509
0.180060020006669,-0.0760439036552988,-0.00961291215975713,-15.3293920006951,0.137511254007138,15.2533480970398,-0.147124166166895,15.254057613951
0.195065021673891,-0.0890629016051736,-0.0112703958924506,-17.1370846067434,0.185808455069572,17.0480217051382,-0.197078850962023,17.0491608043434
