ID,R2,RMSE,MAE,AVG
Tracking pitch,0.226572700425308,6.50296401878159,3.28140503347584,-0.0127684320596985
Tracking yaw,0.356534614999201,2.96541959429461,1.62846953950986,0.114844791815313
