var1,var2,var3
0,0.0358891426375179,0.854089635434417
0.100502512562814,0.0358891426375931,0.854089635434492
0.201005025125628,0.0358891443804429,0.854089637175123
0.301507537688442,0.0358891541749621,0.85408964695717
0.402010050251256,0.0358876391718468,0.854088133883161
0.50251256281407,0.0358861270933226,0.854086623730007
0.603015075376884,0.035883222665818,0.85408372300078
0.703517587939699,0.0358809733667781,0.85408147656585
0.804020100502513,0.0358808149427282,0.854081318343526
0.904522613065327,0.0358808981929976,0.854081401487792
