data1,data2,data3,data4,data5,data6
0,0.166527913402587,-0.371985600279827,-0.328878933643568,0.0611997927096601,0.169175304534394
0.045003750312526,0.220941512637696,-0.315393199106587,-0.280887995719943,0.0925965131400161,0.190583051670418
0.0900075006250521,0.239981608092918,-0.296297356339816,-0.261780422535666,0.111637129510548,0.209477790780753
0.135011250937578,0.245346606098908,-0.290784420888822,-0.25612750289151,0.117421402362496,0.21538413352358
0.180015001250104,0.251932527708771,-0.283874286328577,-0.248895749443869,0.124970913527369,0.223246269381135
0.22501875156263,0.256223665799858,-0.27925477424197,-0.243939898746257,0.130269964309663,0.228894220001974
0.270022501875156,0.257314693951388,-0.27803737911582,-0.242588053086164,0.131764064556989,0.230538060330119
0.315026252187682,0.257419155039604,-0.277918647602935,-0.242452382179432,0.131919342445827,0.230715603552476
0.360030002500208,0.257474674037844,-0.27786886772574,-0.242407105777772,0.131961389744435,0.230755731113693
0.405033752812734,0.25726613200188,-0.278060492317196,-0.242582307835633,0.131802047992695,0.23061161992787
0.45003750312526,0.253718789954464,-0.281406845455727,-0.24572936656955,0.128852129479888,0.227856171575118
0.495041253437786,0.23956384730059,-0.295024567774274,-0.258804789334282,0.116322393580163,0.215874073667642
0.540045003750313,0.212715276936297,-0.321269541831139,-0.284414700278846,0.091377164110628,0.191620852284878
0.585048754062839,0.186556571093761,-0.347167250989049,-0.310021408441428,0.066091532116891,0.166686409244891
0.630052504375365,0.172090244322903,-0.361629926104754,-0.324465478864259,0.0516812313206245,0.152325222303088
0.675056254687891,0.166691531097046,-0.367072842031505,-0.329948083931682,0.0461636431354618,0.146777539612622
0.720060005000417,0.165463927230895,-0.368318843366735,-0.331211811640546,0.0448829202779107,0.145480612320999
0.765063755312943,0.166198496806798,-0.367567895204349,-0.33044445314826,0.045666678963734,0.146280718416565
0.810067505625469,0.167850872218109,-0.365875706204581,-0.328711564308263,0.0474410622477967,0.148097295931656
0.855071255937995,0.169678261716299,-0.364009575049842,-0.326804627561451,0.0493907901979191,0.1500917164567
0.900075006250521,0.171323594544109,-0.362345494236624,-0.325119225978268,0.0511000644456857,0.151827387216517
0.945078756563047,0.1727112933459,-0.360961141948468,-0.323736085256842,0.0524841644683007,0.153214647474444
0.990082506875573,0.173665149519643,-0.360019652830368,-0.322805946029131,0.0534040252170715,0.154125351041038
1.0350862571881,0.173563882596858,-0.360118987426561,-0.322904603528793,0.0533052125551382,0.154027004719471
1.08009000750063,0.171256931468373,-0.362390651119068,-0.325140724909232,0.0511048065697317,0.151862399823504
1.12509375781315,0.16570290974981,-0.367879271594469,-0.330562349899749,0.0457516856137723,0.146579197867182
1.17009750812568,0.156780101127585,-0.376730377080504,-0.339338659494442,0.0370532074711796,0.137961523417453
1.2151012584382,0.145583963504479,-0.38787577349158,-0.350429329814866,0.0260212390636878,0.126992217244037
1.26010500875073,0.133772609123181,-0.399670800826061,-0.362204139507454,0.0142705876888719,0.115269708335466
1.30510875906326,0.122678168545986,-0.410779583566775,-0.373324283426521,0.00314216006383487,0.104136166308535
1.35011250937578,0.11296208783029,-0.4205280519288,-0.383103386067117,-0.00666571247195746,0.0943014977464329
1.39511625968831,0.104770670037272,-0.428757132761755,-0.391369487146251,-0.0149680931548573,0.085963676785593
1.44012001000083,0.0979762101527445,-0.435585632886061,-0.398232175281514,-0.0218650455000373,0.0790324575675768
1.48512376031336,0.092316575637947,-0.441271235602984,-0.403944347235953,-0.0276043437857136,0.0732655220201965
1.53012751062589,0.0874591096600864,-0.446145551678733,-0.408836308852487,-0.0325147257886271,0.0683359674459141
1.57513126093841,0.0830374250635853,-0.450575680942031,-0.413275712858164,-0.0369642320764779,0.0638755356134865
1.62013501125094,0.0786759615742363,-0.454938226272033,-0.417640116953625,-0.0413312830746275,0.0595050396726323
1.66513876156346,0.0740067346162912,-0.459601862229131,-0.422298829469361,-0.0459857610615792,0.054854086683687
1.71014251187599,0.0686885425946153,-0.464908211624406,-0.427593845659182,-0.051269980860149,0.0495800991162407
1.75514626218852,0.0624393717657235,-0.471139905327759,-0.433808374243992,-0.0574676848993427,0.0433988499250737
1.80015001250104,0.0550819582522443,-0.478475407978961,-0.441122063676404,-0.0647596844082276,0.036128390555353
1.84515376281357,0.0465874033122838,-0.486945485158792,-0.449567553593677,-0.0731804987250162,0.0277323182640032
1.89015751312609,0.0370933341089383,-0.496414849982105,-0.459011918254547,-0.0825995847494851,0.0183387715246522
1.93516126343862,0.0268786672504789,-0.506607033714115,-0.469181164880611,-0.0927454544344237,0.00821670404809666
1.98016501375115,0.0162954869432846,-0.5171720410628,-0.479727428700222,-0.103272414152614,-0.00229040156486276
2.02516876406367,0.0056803258426575,-0.527774618773284,-0.490316799018413,-0.113847956628794,-0.0128515001241896
2.0701725143762,-0.00472134384584133,-0.538169521423929,-0.50070433665657,-0.124227526574647,-0.0232224959624425
2.11517626468872,-0.0147910911090211,-0.548237571268282,-0.510770195405521,-0.134290687585333,-0.0332824405308333
2.16018001500125,-0.0245293972265364,-0.557977836283181,-0.520512090694587,-0.144033865089872,-0.0430265334078959
2.20518376531378,-0.0340190457826829,-0.567471349240497,-0.530009340633919,-0.153534701553054,-0.0525307831822422
2.2501875156263,-0.0433819299535257,-0.576838144453435,-0.539380131626123,-0.162909549721735,-0.0619097264598055
