data1,data2,data3,data4
0,-0.000966104932939712,-0.000402197511801853,-7.82529300857133e-05
0.045003750312526,-0.000983967645278631,-0.000381932233469945,-9.61156424246324e-05
0.0900075006250521,-0.00098451716840625,-0.000381302808049634,-9.66651655522515e-05
0.135011250937578,-0.000984390716907533,-0.000381447077291958,-9.65387140535343e-05
0.180015001250104,-0.000983725228341616,-0.000382209389186405,-9.58732254876172e-05
0.22501875156263,-0.000982492129735313,-0.000383631777263599,-9.4640126881314e-05
0.270022501875156,-0.000981585168318051,-0.000384686868743816,-9.37331654640524e-05
0.315026252187682,-0.000981250725276459,-0.000385078607489705,-9.33987224224607e-05
0.360030002500208,-0.000980862848284385,-0.000385534410564907,-9.30108454303866e-05
0.405033752812734,-0.000979813809434155,-0.000386769839652572,-9.19618065801562e-05
0.45003750312526,-0.000978683950990742,-0.000388105717164968,-9.08319481367434e-05
0.495041253437786,-0.000979202976007451,-0.000387486332834724,-9.13509731534526e-05
0.540045003750313,-0.000978823112490198,-0.000387924133760311,-9.09711096361988e-05
0.585048754062839,-0.000978320686946538,-0.000388511793339189,-9.04686840925396e-05
0.630052504375365,-0.000978551388200164,-0.000388242259760791,-9.0699385346165e-05
0.675056254687891,-0.000979476442161445,-0.000387161385635093,-9.16244393074469e-05
0.720060005000417,-0.000981277183464984,-0.000385055421392987,-9.34251806109856e-05
0.765063755312943,-0.000984050778659109,-0.000381805048018344,-9.61987758051102e-05
0.810067505625469,-0.000987543761677924,-0.0003776970285118,-9.96917588239253e-05
0.855071255937995,-0.000991247608765056,-0.00037331893875062,-0.000103395605911057
0.900075006250521,-0.000994747065105622,-0.000369157543170606,-0.000106895062251623
0.945078756563047,-0.000997743565746838,-0.000365572117059977,-0.000109891562892839
0.990082506875573,-0.000999612251394478,-0.000363324184105468,-0.000111760248540479
1.0350862571881,-0.000999289842882293,-0.000363713974627783,-0.000111437840028295
1.08009000750063,-0.000996487904139614,-0.000367083488482768,-0.000108635901285615
1.12509375781315,-0.000992982690362607,-0.00037127468727501,-0.000105130687508609
1.17009750812568,-0.000990334414960737,-0.000374425139548382,-0.000102482412106738
