var1,var2,var3,var4,var5,var6,var7
0,-0.000227155176633459,0.0416523947863807,0,0,-0.000227155176633459,0.0416523947863807
0.0100008334027836,-0.00221016530357475,0.372720438949229,-6.94783129400571e-19,3.89739242090392e-12,-0.00221016530357476,0.372720438953126
0.0200016668055671,0.00463427822934822,-0.658597434569686,-3.84089534625353e-16,1.85407879128868e-09,0.00463427822934784,-0.658597432715607
0.0300025002083507,-0.00635721389972754,1.60930787363773,-1.43203885801173e-16,1.15513341662148e-09,-0.00635721389972768,1.60930787479287
0.0400033336111343,-0.0126789664528665,5.52878301092263,-3.99927007920776e-15,5.75492346583763e-08,-0.0126789664528705,5.52878306847186
0.0500041670139178,-0.00831080035120298,15.4424462821938,-6.04446330940698e-15,1.67575961855518e-06,-0.00831080035120902,15.4424479579534
0.0600050004167014,0.0206129812486557,25.3695476914624,2.42455510229329e-15,2.92479249611898e-05,0.0206129812486581,25.3695769393874
0.070005833819485,-0.00642828225580106,-4.67590010007576,1.52466319203818e-13,6.24610188423978e-05,-0.00642828225564859,-4.67583763905691
0.0800066672222685,-0.00218649682699151,-0.290171227781364,1.82677623474995e-14,-4.81762670925682e-07,-0.00218649682697324,-0.290171709544035
0.0900075006250521,-0.00449430471963215,0.0761207685428237,-8.05697599640125e-15,-3.91712691067402e-07,-0.00449430471964021,0.0761203768301326
0.100008334027836,-0.00501361221152015,0.428677863370041,-2.29428007940472e-14,5.71240365139365e-07,-0.00501361221154309,0.428678434610406
0.110009167430619,0.00216019624802964,0.574915929518472,-8.35668842014074e-15,1.83987912689295e-06,0.00216019624802128,0.574917769397599
0.120010000833403,0.000731385687226922,0.225384472571403,7.93162611443651e-15,1.44357081803132e-06,0.000731385687234854,0.225385916142221
0.130010834236186,-0.00107979494439378,0.0874976363055299,-4.66744815826305e-16,5.68727011253214e-07,-0.00107979494439424,0.0874982050325411
0.14001166763897,-0.000685691470798842,0.0330398337036488,-3.26818633860856e-15,2.2158578579919e-07,-0.00068569147080211,0.0330400552894346
0.150012501041753,-0.000238052650562946,0.00923946960521705,-1.12046612830391e-15,7.99444673688796e-08,-0.000238052650564067,0.00923954954968442
0.160013334444537,-2.14022970368668e-05,0.000723616610858401,-2.23120977846943e-16,1.96154354557056e-08,-2.140229703709e-05,0.000723636226293857
0.170014167847321,1.43723697947486e-05,-0.000437626687794568,1.21938638318533e-17,3.4402652604391e-10,1.43723697947608e-05,-0.000437626343768042
0.180015001250104,-6.51311172457309e-06,0.00018128888579869,7.18881619450687e-18,-7.39192766069164e-10,-6.5131117245659e-06,0.000181288146605924
