ISEidfPITCH,ISEtrkPITCH,IAEidfPITCH,IAEtrkPITCH,IATEidfPITCH,IATEtrkPITCH,ISEidfYAW,ISEtrkYAW,IAEidfYAW,IAEtrkYAW,IATEidfYAW,IATEtrkYAW
1513.94258416293,249.646355183129,57.3323937568641,54.7973721091887,85559.7599941365,253519.703032304,946.69507829121,24.0557751890428,179.86084534594,20.4557051357494,1093034.99612559,98708.2887305344
