var1,var2,var3,var4,var5,var6,var7,var8
0,0,300,100,75,0,0,0
0.0100008334027836,1.14852414442677e-05,299.99999999978,99.9999999994616,75.0000000013976,-3.07862644985113e-10,-2.00957359104635e-10,-1.30341058384896e-10
0.0200016668055671,-8.20873046914352e-05,300.00000000043,100.000000000425,74.9999999993151,-7.93576260185242e-10,-1.09170426291986e-10,1.21994727727262e-10
0.0300025002083507,-0.000427563017033634,300.000000056651,100.000000137949,74.9999996384497,1.10866298200645e-07,6.30993916618439e-08,3.65553379198114e-08
0.0400033336111343,-0.0127550165023219,299.999999770642,99.9999993202438,75.0000035531404,-2.26929681808369e-07,-1.75657567961458e-07,-1.26914064423662e-07
0.0500041670139178,0.0187398897659479,299.999999417924,99.9999985475958,75.0000051412653,-8.37144488980756e-07,-5.39734506831485e-07,-3.46906992358498e-07
0.0600050004167014,0.118588594001532,299.999999302381,99.9999982321235,75.0000054734431,-1.04453427989877e-06,-6.61694175312905e-07,-4.19684197150014e-07
0.070005833819485,0.284536115239143,299.999999274045,99.9999981495741,75.0000055391666,-1.09602721147756e-06,-6.918310851217e-07,-4.37592193878196e-07
0.0800066672222685,0.514473082611863,299.999999267308,99.9999981293049,75.0000055528143,-1.10834834997477e-06,-6.99024197703716e-07,-4.41857030814108e-07
0.0900075006250521,0.805152289451488,299.999999265706,99.9999981243865,75.0000055557633,-1.11129114587358e-06,-7.00739520330548e-07,-4.42872637259242e-07
0.100008334027836,1.15208508429375,299.999999265655,99.9999981242294,75.000005555857,-1.11138512581242e-06,-7.00794296193996e-07,-4.42905066790849e-07
0.110009167430619,1.54960212456784,299.999999266427,99.9999981266648,75.000005554631,-1.1099582515279e-06,-6.99964351806944e-07,-4.42414606071982e-07
0.120010000833403,1.9909312217372,299.999999267881,99.9999981312861,75.0000055524441,-1.1072688400835e-06,-6.9840112389862e-07,-4.41491375274846e-07
0.130010834236186,2.46831466811938,299.999999269843,99.9999981375687,75.000005549638,-1.10363423028165e-06,-6.96289788939769e-07,-4.40245120832277e-07
0.14001166763897,2.97316873054784,299.999999271904,99.9999981442178,75.0000055468274,-1.09980829046342e-06,-6.94068547306755e-07,-4.38934647146859e-07
0.150012501041753,3.49628039493273,299.999999273505,99.9999981494151,75.0000055447456,-1.09683269845869e-06,-6.92341895093184e-07,-4.37916445031836e-07
0.160013334444537,4.02802974005367,299.999999274274,99.9999981519249,75.0000055437929,-1.09540265153804e-06,-6.91512490699244e-07,-4.37427565838902e-07
