time,refpitch,refyaw,mespitch,mesyaw,estpitch,estyaw,epsilonpitch,epsilonyaw,errorpitch,erroryaw
0,-40,0,0,0,7.24197996466569,3.02149052193386,-40,0,-7.24197996466569,-3.02149052193386
0.0100008334027836,-39.9998750694444,8.994e-05,-0.000138749430187431,-0.000223832325542117,54.2242259578322,21.3222109299474,-39.9997363200143,0.000313772325542117,-54.2243647072624,-21.322434762273
0.0200016668055671,-39.9995005555556,0.00035952,0.0386300718787896,0.00270836771173189,-82.8623367841457,-22.5958164387246,-40.0381306274343,-0.00234884771173189,82.9009668560245,22.5985248064364
0.0300025002083507,-39.998876875,0.00080838,0.0942763375511717,0.00702508196221481,22.2640411042971,53.002948748393,-40.0931532125512,-0.00621670196221481,-22.1697647667459,-52.9959236664308
0.0400033336111343,-39.9980044444444,0.00143616,-0.321984761260437,-0.0378230447654608,-25.8967639199426,53.2288431453839,-39.676019683184,0.0392592047654608,25.5747791586822,-53.2666661901493
0.0500041670139178,-39.9968836805555,0.0022425,-1.16738169808585,-0.130130070247356,-48.7030692287655,22.466635292713,-38.8295019824697,0.132372570247356,47.5356875306797,-22.5967653629603
0.0600050004167014,-39.995515,0.00322704,-2.40500939768575,-0.268479026116797,-92.3213849989846,9.06040413237528,-37.5905056023143,0.271706066116797,89.9163756012988,-9.32888315849207
0.070005833819485,-39.9938988194444,0.00438942,-3.9987359270906,-0.45105055728563,-150.253536368216,3.56513937991263,-35.9951628923538,0.45543997728563,146.254800441125,-4.01618993719826
0.0800066672222685,-39.9920355555556,0.00572928,-5.90957598678463,-0.67512116283514,-163.537846305689,1.34660546593359,-34.0824595687709,0.68085044283514,157.628270318904,-2.02172662876873
0.0900075006250521,-39.989925625,0.00724626,-8.09615881616561,-0.93710764559284,-86.903700089239,0.386578546252956,-31.8937668088344,0.94435390559284,78.8075412730734,-1.3236861918458
0.100008334027836,-39.9875694444444,0.00894,-10.5151780487986,-1.23261224948136,-17.9532191212061,-0.0741975521985131,-29.4723913956458,1.24155224948136,7.43804107240748,-1.15841469728285
0.110009167430619,-39.9849674305556,0.01081014,-13.121957618066,-1.55649023916261,-10.4154804507463,-0.304187423781295,-26.8630098124896,1.56730037916261,-2.70647716731964,-1.25230281538132
0.120010000833403,-39.98212,0.01285632,-15.8711620611876,-1.90294739268423,-11.4165321394114,-0.393559869891338,-24.1109579388124,1.91580371268423,-4.45462992177619,-1.50938752279289
0.130010834236186,-39.9790275694444,0.01507818,-18.7176203718269,-2.26566651273549,-11.3095329413878,-0.378100210253149,-21.2614071976175,2.28074469273549,-7.4080874304391,-1.88756630248234
0.14001166763897,-39.9756905555556,0.01747536,-21.6172041382533,-2.63795709359484,-9.7870789077343,-0.288222606081807,-18.3584864173023,2.65543245359484,-11.830125230519,-2.34973448751303
0.150012501041753,-39.972109375,0.0200475,-24.5276838002214,-3.0129179972139,-6.93023499785936,-0.164530544451818,-15.4444255747786,3.0329654972139,-17.597448802362,-2.84838745276208
0.160013334444537,-39.9682844444444,0.02279424,-27.4094869139938,-3.38360068300511,-3.53440626725734,-0.054604626573232,-12.5587975304506,3.40639492300511,-23.8750806467365,-3.32899605643187
0.170014167847321,-39.9642161805556,0.02571522,-30.2262990388643,-3.74316086233992,-0.843887803465902,0.0013530307956181,-9.73791714169125,3.76887608233992,-29.3824112353984,-3.74451389313554
0.180015001250104,-39.959905,0.02881008,-32.9454757274004,-4.08498927118094,0.20762587185256,-0.0169824259482417,-7.01442927259961,4.11379935118094,-33.1531015992529,-4.0680068452327
0.190015834652888,-39.9553513194444,0.03207846,-35.5382646631583,-4.40281669787497,-0.619454935304942,-0.110517800992391,-4.41708665628612,4.43489515787497,-34.9188097278534,-4.29229889688258
0.200016668055671,-39.9505555555556,0.03552,-37.9798622995179,-4.69079321059208,-3.40503737471841,-0.274838531161268,-1.97069325603771,4.72631321059208,-34.5748249247994,-4.41595467943081
0.210017501458455,-39.945518125,0.03913434,-40.2493446040853,-4.94354550951512,-8.95626412156803,-0.51892388952008,0.303826479085266,4.98267984951512,-31.2930804825172,-4.42462161999504
0.220018334861238,-39.9402394444444,0.04292112,-42.3295158300453,-5.15621870289404,-18.910726960382,-0.87674751010133,2.38927638560089,5.19913982289404,-23.4187888696633,-4.27947119279271
0.230019168264022,-39.9347199305556,0.04687998,-44.2067148013362,-5.32450933777616,-33.7908619757601,-1.40166049882389,4.27199487078068,5.37138931777616,-10.4158528255761,-3.92284883895227
0.240020001666806,-39.92896,0.05101056,-45.8706086158187,-5.44469545042669,-49.3215319220891,-2.13737581695873,5.9416486158187,5.49570601042669,3.45092330627035,-3.30731963346796
0.250020835069589,-39.9229600694444,0.0553125,-47.3139924764377,-5.51366728762014,-57.2457269194314,-3.07107701142098,7.39103240699323,5.56897978762014,9.93173444299372,-2.44259027619916
0.260021668472373,-39.9167205555555,0.05978544,-48.5326041562338,-5.5289598434581,-55.9041318785718,-4.09633285176993,8.61588360067826,5.5887452834581,7.37152772233804,-1.43262699168817
0.270022501875156,-39.910241875,0.06442902,-49.5249538289311,-5.48878605578392,-53.0713376558838,-5.0267377213229,9.61471195393108,5.55321507578392,3.54638382695276,-0.462048334461024
0.28002333527794,-39.9035244444445,0.06924288,-50.2921651167257,-5.39206784913122,-52.2019674466539,-5.67465125522041,10.3886406722813,5.46131072913122,1.90980232992813,0.282583406089192
0.290024168680723,-39.8965686805556,0.07422666,-50.8378209971423,-5.23846141967094,-51.9746573333456,-5.94664637172422,10.9412523165867,5.31268807967094,1.13683633620329,0.708184952053283
