data1,data2,data3,data4,data5,data6,data7,data8
0,0,300,100,75,0,0,0
0.0100005000250013,0,300,100,75,0,0,0
0.0200010000500025,3.64405551176415e-05,299.999999999998,99.999999999994,75.0000000000147,-3.20144285671919e-12,-2.02912812105666e-12,-1.2875088326536e-12
0.0300015000750038,0.000448543067158812,299.999999999915,99.9999999998132,75.0000000004577,-1.3944818135436e-10,-8.47910203984249e-11,-5.20557198335759e-11
0.040002000100005,0.00254737497628074,299.999999999722,99.9999999994314,75.0000000007237,-5.1956370444501e-10,-3.00823589996971e-10,-1.77042292802116e-10
0.0500025001250063,0.00621281727789997,299.999999999798,99.9999999991791,74.9999999991121,-4.37956475901467e-10,-2.40141837329814e-10,-1.34188360064494e-10
0.0600030001500075,0.00251583052121433,300.000000000154,100.000000000002,74.9999999976479,1.8189086986442e-10,1.28416214297092e-10,8.78590820887893e-11
0.0700035001750088,-0.00829691789414876,300.000000000579,100.000000001177,74.9999999964673,9.46499953252667e-10,5.77680829439892e-10,3.55751208825749e-10
0.08000400020001,-0.0260350724170145,300.000000000968,100.000000002316,74.9999999955834,1.6541521957969e-09,9.91672874888337e-10,6.01664380282176e-10
0.0900045002250112,-0.0504552511821371,300.000000001281,100.000000003261,74.9999999949582,2.22751219517542e-09,1.32631508559014e-09,8.00029839796829e-10
0.100005000250013,-0.0811787821487551,300.000000001515,100.00000000398,74.9999999945339,2.65658164861045e-09,1.57636479543606e-09,9.48052582222337e-10
0.110005500275014,-0.117706386327094,300.00000000168,100.000000004495,74.9999999942553,2.9607565899902e-09,1.75343808196173e-09,1.05277414050127e-09
0.120006000300015,-0.1594309902384,300.000000001792,100.000000004848,74.9999999940777,3.16741683900351e-09,1.87364334509863e-09,1.12381065366203e-09
0.130006500325016,-0.205650948495567,300.000000001864,100.000000005079,74.9999999939681,3.30206249118281e-09,1.9519071383892e-09,1.17003300373279e-09
0.140007000350018,-0.255584095056229,300.000000001909,100.000000005222,74.999999993904,3.38502399484275e-09,2.00010066367979e-09,1.19848087076053e-09
0.150007500375019,-0.308382374869801,300.000000001934,100.000000005303,74.9999999938698,3.4312902057826e-09,2.02696315871108e-09,1.21432984225938e-09
0.16000800040002,-0.363146838265156,300.000000001945,100.000000005338,74.9999999938556,3.45149186448469e-09,2.03868668920607e-09,1.22124374768426e-09
0.170008500425021,-0.418942784284824,300.000000001946,100.000000005341,74.9999999938544,3.45309871536459e-09,2.03961897649989e-09,1.22179344971336e-09
0.180009000450022,-0.474814843396739,300.00000000194,100.00000000532,74.9999999938618,3.4414578419761e-09,2.03287045293909e-09,1.21781723092734e-09
0.190009500475024,-0.529801798370578,300.000000001928,100.000000005283,74.9999999938745,3.42057206154565e-09,2.02076835817891e-09,1.21068985476501e-09
0.200010000500025,-0.582950954094789,300.000000001914,100.000000005235,74.9999999938897,3.39362759018712e-09,2.00516415394522e-09,1.20150449729199e-09
