ID,R2,RMSE,MAE,AVG
Identification pitch,-0.854262532686906,7.18999010635083,5.50370528943674,4.88042750387305
Identification yaw,-1.4615742051211,6.72816529828746,5.42887208322562,-5.18467452194639
Tracking pitch,0.784091521736277,2.11502132040426,0.567005696681973,0.119688786992592
Tracking yaw,0.933499852952528,1.0453647273011,0.499927384687622,0.184421433455101
