time,mes1,mes2,mes3,est1,est2,est3,epsilon1,epsilon2,epsilon3,tau1,tau2,tau3
0.02,1.06043282372412,0.0299783717398048,2.74657539021719,-2.81851788527435,-0.20852037978029,0.78840766004673,3.87895070899847,0.238498751520095,1.95816773017046,480.70364735219,-0.0207283353076233,-2.16293175828498
0.021,1.0603927174329,0.0299666676476574,2.7465990471975,-2.28115441116986,-0.221552886287513,0.5806558686782,3.34154712860276,0.251519553935171,2.1659431785193,480.609597371017,-0.0129310838213592,-2.1851702203996
0.022,1.06035074642448,0.029954733924119,2.74662855580504,-2.43997132741261,0.186894462033916,1.45155914894666,3.50032207383709,-0.156939728109798,1.29506940685837,480.49961811307,-0.00818863659737503,-2.19860593896766
0.023,1.06030763998786,0.029942661697607,2.74666162600136,-2.13557296043727,0.169150729861339,1.10291478604223,3.19588060042514,-0.139208068163732,1.64374683995913,480.379977313607,-0.00530121929831359,-2.20669979216778
0.024,1.06026384018302,0.0299305061827262,2.74669686901745,-2.14676308360626,-0.0871386102076486,0.847244710078806,3.20702692378928,0.117069116390375,1.89945215893865,480.254469663806,-0.00353547548215052,-2.21155251022148
0.025,1.06021961496459,0.0299183008305837,2.74673344265116,-1.95005653837703,-0.0588210300957383,1.21855624358386,3.01027615334162,0.088739330926322,1.5281771990673,480.12539359544,-0.00245072369413562,-2.21443944422768
0.026,1.06017512675025,0.0299060659049482,2.74677083615875,-1.8961919856266,0.101697698696033,1.18387596952573,2.95636711237685,-0.0717916327910847,1.56289486663302,479.994410294412,-0.00177968020445567,-2.21589078741619
0.027,1.06013047399247,0.0298938136781889,2.74680873981153,-1.74967603422069,0.0739195337394435,1.03234592260266,2.80980650821316,-0.0440257200612546,1.71446281720887,479.861555438846,-0.00135496708237052,-2.21710215817945
0.028,1.06008571636426,0.0298815515803431,2.74684696577986,-1.66790395000308,-0.0251403409434892,1.16969086747044,2.72798966636734,0.0550218925238323,1.57715609830942,479.72814550464,-0.00108332505837143,-2.21763350217799
0.029,1.06004089003366,0.0298692841071034,2.74688540015891,-1.54526314391678,-0.000668168654361229,1.20998465463799,2.60530403395044,0.0305374527614646,1.53690074552092,479.594222478074,-0.000903412281238994,-2.21789706886131
0.03,1.05999601692456,0.0298570139760655,2.74692397387822,-1.45211974022199,0.0608148257492714,1.14749517657705,2.51211575714655,-0.0309578117732059,1.59942879730117,479.45997254404,-0.00077902318273086,-2.2179999312366
0.031,1.05995111032225,0.0298447428273278,2.74696264505291,-1.3412431127738,0.0418895014370411,1.19468658201886,2.40119422309605,-0.0120447586097134,1.55227606303406,479.325509581909,-0.000688374526435655,-2.21800356729892
0.032,1.05990617827997,0.0298324716481134,2.74700138828814,-1.24396958447295,0.00480382601611917,1.23723275376777,2.30387576275293,0.0250286456319943,1.50976863452037,479.190901777174,-0.000618042900500352,-2.21794863586419
0.033,1.05986122567525,0.029820201029959,2.74704018818561,-1.13921162384932,0.0196747394490718,1.22398224820835,2.19907284952457,0.0101454615808872,1.52305793997726,479.056191197219,-0.000560162534884558,-2.21785642691558
0.034,1.05981625546494,0.0298079313246978,2.74707903541301,-1.04086358827585,0.0426484160170953,1.24395844020976,2.10067984374079,-0.0128404846923975,1.50312059520325,478.921402506965,-0.000509677641677887,-2.2177432731647
0.035,1.05977126943735,0.0297956627388337,2.74711792431299,-0.939510332215245,0.032287555639875,1.27587840842952,1.9992816016526,-0.0024918929010413,1.47123951588347,478.786551520727,-0.000463826063372382,-2.21761557764783
0.036,1.05972626867684,0.0297833953908807,2.74715685146051,-0.841275726855866,0.0189713123025992,1.28426348744652,1.90100199553271,0.0108120830882816,1.46289336401399,478.651646857072,-0.000420628412824797,-2.21748082043497
0.037,1.0596812538367,0.0297711293459539,2.74719581478056,-0.741943308468886,0.0268988539236036,1.29940243854466,1.80162456230559,0.00287227542235028,1.4477933762359,478.516694744604,-0.00037919149625738,-2.21733987993137
0.038,1.0596362253133,0.0297588646368855,2.74723481302056,-0.64418529851551,0.035317475552287,1.3236076435456,1.70382152382881,-0.0055586109154015,1.42362716947496,478.381697895182,-0.000338670337786283,-2.21719698350071
0.039,1.05959118334292,0.029746601276866,2.74727384542294,-0.546096161656792,0.0302901485163143,1.33993515171488,1.60568734499971,-0.000543547239448269,1.40733869370805,478.246658979675,-0.000298852622576553,-2.21705101190958
0.04,1.0595461280692,0.0297343392672577,2.74731291153399,-0.448819286502909,0.0258253996627402,1.35617388743035,1.50836541457211,0.00390893960451754,1.39113902410365,478.111578596608,-0.000259315029584809,-2.21690496194233
0.041,1.0595010595752,0.0297220786021776,2.7473520110806,-0.35147505125442,0.0298167270960407,1.37692348046203,1.41097611082962,-9.46484938631718e-05,1.37042853061857,477.976458153908,-0.000220090450881563,-2.21675694358863
0.042,1.05945597791174,0.0297098192714241,2.74739114390282,-0.254531621226629,0.0329062267007991,1.39581705251493,1.31398759913836,-0.00319640742937503,1.35157409138788,477.841297406484,-0.000180915035400496,-2.21660955010272
0.043,1.05941088310562,0.0296975612621032,2.74743030990561,-0.157564530768114,0.0307155431544352,1.41384784900946,1.21697541387373,-0.00101798189233195,1.33358246089614,477.706097361684,-0.000141906840868423,-2.2164605616107
0.044,1.05936577517356,0.0296853045597593,2.74746950903699,-0.0607445765374311,0.0294379150678168,1.43371757429068,1.12011035171099,0.000247389491942453,1.3137519347463,477.5708573348,-0.000102865377319215,-2.21631253175162
0.045,1.05932065412174,0.0296730491489166,2.74750874126736,0.0361508160419858,0.0314369611634668,1.45355302478374,1.02316983807976,-0.00176391201455025,1.29395571648361,477.435578295663,-6.39353406884126e-05,-2.21616301425778
0.046,1.05927551995439,0.0296607950135493,2.74754800658438,0.133081523228884,0.0326485002756122,1.47298062068789,0.926193996725502,-0.0029877052620629,1.27456738589648,477.300259414636,-2.49439954029852e-05,-2.21601455709014
0.047,1.05923037267011,0.0296485421372267,2.74758730498245,0.23018067364637,0.0318432648965709,1.49312601657473,0.829049699023741,-0.00219472275934421,1.25446128840772,477.164901588063,1.39589336751625e-05,-2.21586466537062
0.048,1.05918521226858,0.0296362905033383,2.74762663646374,0.327465630555579,0.031667434795517,1.51361762982842,0.731719581712996,-0.00203114429217873,1.23400900663533,477.029503965351,5.29307995756258e-05,-2.21571586636015
0.049,1.05914003874566,0.0296240400950957,2.74766600103141,0.425030173536152,0.0327258290965912,1.5341070106834,0.634109865209504,-0.00310178900149549,1.21355899034801,476.894067386806,9.18250246459565e-05,-2.2155656638935
0.05,1.05909485209936,0.0296117908956659,2.74770539869291,0.522917304025682,0.0333082065845117,1.55496017355253,0.536177548073681,-0.00369641568884572,1.19274522514038,476.758590981394,0.000130788926208734,-2.21541658534128
0.051,1.05904965232459,0.029599542888122,2.74774482945454,0.621203985663569,0.0331434467265229,1.57617740081935,0.437845666661022,-0.00354390383840091,1.17156742863519,476.62307567389,0.000169681222869102,-2.21526606254228
0.052,1.05900443941878,0.0295872960555413,2.74778429332562,0.719945263058131,0.0333291305210864,1.59759879958865,0.339059176360644,-0.00374183446554508,1.15018549373698,476.487520495228,0.000208641237808573,-2.21511669076942
0.053,1.05895921337648,0.0295750503809393,2.74782379031357,0.819211658543616,0.0339653558868594,1.61931687450019,0.239747554832862,-0.00439030550592014,1.12850691581337,476.351926385032,0.000247534295465451,-2.21496588101942
0.054,1.05891397419495,0.0295628058473524,2.74786332042831,0.919064717616915,0.034352524047736,1.64137717397426,0.139849256578039,-0.00478971820038358,1.10648614645405,476.216292366818,0.000286491973741285,-2.21481623641653
0.055,1.05886872186867,0.029550562437768,2.74790288367759,1.01957355352572,0.0344727574163517,1.66373081536481,0.0392951683429466,-0.00492219497858373,1.08417206831278,476.080619409566,0.000325386557412669,-2.21466513430915
0.056,1.05882345639485,0.0295383201351999,2.74794248007151,1.1208042443266,0.0347690098173793,1.68639646758594,-0.0619807879317507,-0.00523068968217947,1.06154601248558,475.944906517709,0.000364342439533074,-2.21451521814988
0.057,1.05877817776794,0.0295260789226181,2.74798210961788,1.2228271994411,0.0352238748971307,1.70940470628176,-0.16404902167316,-0.0056977959745126,1.03857740333612,475.809154698543,0.000403239122210623,-2.21436380436762
0.058,1.05873288598519,0.0295138387830205,2.74802177232678,1.32571267246951,0.0355587620904756,1.7327503807513,-0.266979786484319,-0.00604492330745507,1.01527139157548,475.673362854499,0.000442193510883845,-2.21421362423356
0.059,1.05868758104108,0.0295015996993639,2.74806146820598,1.42953408930658,0.0358027177729445,1.75644044877714,-0.370846508265503,-0.00630111807358053,0.991621019428844,475.53753211155,0.000481092102030177,-2.21406190896126
0.06,1.05864226293288,0.0294893616546327,2.7481011972655,1.53436628152505,0.0361297908940847,1.78049291467795,-0.475724018592165,-0.00664042923945198,0.967608282587552,475.401661295443,0.000520045009705119,-2.21391145275704
0.061,1.05859693165512,0.0294771246317722,2.74814095951301,1.64028704255001,0.0365103665325918,1.80491617046014,-0.581690110894886,-0.00703324190081967,0.943224789052865,475.265751544194,0.000558945694851815,-2.21375945501863
0.062,1.05855158720511,0.0294648886137539,2.74818075495844,1.74737658161798,0.0368364568290899,1.82971890935175,-0.688824994412874,-0.00737156821533594,0.918461845606693,475.129801689357,0.00059789731365049,-2.21360873952809
0.063,1.05850622957741,0.0294526535835124,2.74822058360938,1.85571832332524,0.0371337639273068,1.85491478760755,-0.797212093747833,-0.00768111034379442,0.89330579600183,474.993812922986,0.000636800138326388,-2.21345643757685
0.064,1.05846085876939,0.0294404195240071,2.74826044547565,1.96539892283424,0.0374688191913729,1.88051595639264,-0.906938064064849,-0.00802839966736578,0.867744489083007,474.857784007996,0.000675750367199912,-2.21330542794322
0.065,1.05841547477565,0.0294281864181616,2.74830034056473,2.07650875822297,0.0378210859174275,1.90653413168574,-1.01809328344732,-0.00839289949926591,0.841766208878986,474.721716168469,0.000714655210352274,-2.21315282507841
0.066,1.0583700775936,0.0294159542489237,2.74834026888635,2.18914222660452,0.0381498844489324,1.93298280002434,-1.13077214901092,-0.00873393020000869,0.815357468862013,474.585608099534,0.000753604058134418,-2.21300156718007
0.067,1.0583246672179,0.0294037229992064,2.74838023044787,2.30339813355811,0.038470823224062,1.95987597726154,-1.2450734663402,-0.00906710022485562,0.788504253186337,474.449461131588,0.00079251093858097,-2.21284867517375
0.068,1.05827924364601,0.0293914926519454,2.74842022525894,2.41938015637505,0.0388085831555924,1.98722776910221,-1.36110091272904,-0.00941709050364697,0.761192456156728,474.313273940362,0.000831458623921139,-2.21269709636972
0.069,1.05823380687261,0.0293792631900436,2.74846025332679,2.53719723367976,0.0391517131622924,2.01505326616085,-1.47896342680715,-0.00977244997224879,0.733406987165946,474.177047743116,0.000870367697024631,-2.21254395060172
0.07,1.0581883568952,0.0293670345964249,2.74850031466097,2.65696414114095,0.0394853730112896,2.04336828202157,-1.59877578424575,-0.0101183384148647,0.705132032639404,474.040781321365,0.000909313968938388,-2.21239211392987
0.071,1.05814289370855,0.0293548068539819,2.74854040926863,2.77880195276318,0.0398177596391904,2.07218930609796,-1.72065905905463,-0.0104629527852085,0.676351103170671,473.904475955092,0.000948225046992508,-2.21223862593151
0.072,1.05809741731018,0.0293425799456268,2.74858053715918,2.90283872239763,0.040157716905653,2.10153358097325,-1.84474130508745,-0.0108151369600262,0.647046956185934,473.768130250057,0.000987170080815634,-2.21208652419203
0.073,1.0580519276949,0.0293303538542419,2.74862069833968,3.02921004271571,0.0404995000861862,2.13141930751318,-1.97115811502082,-0.0111691462319443,0.617201390826499,473.631745604389,0.00102608324589275,-2.21193275673484
0.074,1.05800642486029,0.0293181285627281,2.74866089281944,3.15805986147109,0.0408379001268232,2.16186548572738,-2.1000534366108,-0.0115197715640951,0.586795407092058,473.49532059486,0.00106502703709535,-2.21178037143033
0.075,1.05796090880119,0.0293059040539575,2.74870112060539,3.28954117115588,0.041176886604768,2.1928921413878,-2.2315802623547,-0.0118709825508105,0.555808979217596,473.358856642406,0.00110394235127657,-2.21162629940873
0.076,1.05791537951524,0.0292936803108194,2.74874138170677,3.42381698477724,0.0415194953089801,2.22452025881841,-2.365901605262,-0.0122258149981607,0.524221122888359,473.222352278395,0.00114288485868692,-2.21147364481562
0.077,1.05786983699732,0.029281457316176,2.74878167613039,3.56106120231298,0.0418630273727146,2.25677198415398,-2.50319136531566,-0.0125815700565386,0.492009691976405,473.085808944761,0.00118180212092367,-2.21131929838678
0.078,1.05782428124513,0.0292692350529052,2.74882200388537,3.70145978274104,0.0422057441189518,2.28967054531105,-2.64363550149592,-0.0129365090660466,0.459151458574311,472.949225176441,0.00122074351652648,-2.21116637433986
0.079,1.05777871225357,0.0292570135038592,2.74886236497842,3.84521184277601,0.0425494669684609,2.32324049307848,-2.78743313052243,-0.0132924534646018,0.425621871899941,472.812602476227,0.00125966283551762,-2.21101169493152
0.08,1.05773313002041,0.0292447926519046,2.74890275941857,3.99253108148204,0.0428951793976198,2.3575076282636,-2.93479795146164,-0.0136503867457152,0.39139513115497,472.675939270184,0.00129860309144973,-2.21085849241904
0.081,1.05768753454059,0.0292325724798838,2.74894318721242,4.1436471744474,0.0432416720907154,2.39249925707791,-3.08595963990681,-0.0140090996108316,0.356443930134507,472.539237107732,0.00133752439603025,-2.21070353193116
0.082,1.05764192581191,0.0292203529706523,2.74898364836888,4.29880752858689,0.0435884058700735,2.42824412754804,-3.24116560277498,-0.0143680528994212,0.320739520820834,472.402494398044,0.0013764634577769,-2.21055006059339
0.083,1.05759630382937,0.0292081341070426,2.74902414289445,4.45827906126056,0.0439361839095199,2.46477271097449,-3.40068275743119,-0.0147280498024774,0.284251431919965,472.265712758913,0.00141538679001899,-2.21039479940933
0.084,1.05755066859083,0.029195915871899,2.74906467079794,4.62235038864306,0.0442852981923235,2.50211715187518,-3.56479972005224,-0.0150893823204245,0.246947518922763,472.128890515897,0.00145432472296474,-2.21024105444444
0.085,1.05750502009132,0.0291836982480444,2.74910523208574,4.79133410640998,0.0446352272674293,2.54031157655522,-3.73382908631866,-0.0154515290193848,0.208793655530519,471.992029339707,0.00149325011660737,-2.21008549879379
0.086,1.05745935832874,0.0291714812183122,2.74914582676656,4.96556955071799,0.0449858240563342,2.57939205840425,-3.90811019238926,-0.015814342838022,0.169753768362304,471.855127538368,0.0015321870277627,-2.20993146458212
0.087,1.05741368329818,0.0291592647655156,2.74918645484667,5.14542574733745,0.0453374320475872,2.61939696070697,-4.08801206403928,-0.0161781672820716,0.129789494139705,471.718186788241,0.00157111427672878,-2.20977561291414
0.088,1.05736799499757,0.029147048872477,2.74922711633468,5.33130493167081,0.0456901254025604,2.66036692622918,-4.27393693667324,-0.0165430765300834,0.0888601901055055,471.581205346564,0.00161005011489152,-2.20962132670063
0.089,1.05732229342207,0.0291348335220001,2.74926781123677,5.52364639188945,0.0460436871333559,2.70234525633909,-4.46632409846738,-0.0169088536113558,0.0469225548976837,471.444184970008,0.00164897939612778,-2.20946519052044
0.09,1.05727657856965,0.0291226186968966,2.74930853956142,5.7229310141696,0.0463980879860843,2.74537793070347,-4.66565443559996,-0.0172754692891877,0.00393060885795204,471.307123892683,0.00168791419835235,-2.20931060828127
0.091,1.05723085043549,0.0291104043799606,2.74934930131472,5.92968633416675,0.0467534716349494,2.78951403549651,-4.87245548373125,-0.0176430672549888,-0.0401647341817899,471.17002387046,0.00172684547396921,-2.20915415683464
0.092,1.05718510901764,0.0290981905539931,2.74939009650503,6.14449247591102,0.047109850775173,2.83480582207667,-5.08730736689338,-0.0180116602211799,-0.085415725571635,471.03288309279,0.00176577916905481,-2.20899929796224
0.093,1.05713935431132,0.029085977201779,2.74943092513834,6.36798885527715,0.0474671386517787,2.88130919074866,-5.31084950096584,-0.0183811614499997,-0.131878265610313,470.895703383118,0.00180471242280579,-2.20884255351926
0.094,1.0570935863146,0.0290737643061084,2.74947178722292,6.60088204342727,0.0478253363963585,2.92908380196726,-5.54378845711267,-0.0187515720902501,-0.179612014744344,470.758482863003,0.00184364507277559,-2.20868742104569
0.095,1.05704780502277,0.029061551849757,2.74951268276463,6.84395475134286,0.0481845035535621,2.97819363243997,-5.78690694632009,-0.019122951703805,-0.228680949675341,470.621223406622,0.00188258034336532,-2.20853038882339
0.096,1.05700201043396,0.0290493398155044,2.74955361177164,7.09807637844741,0.0485446390721405,3.02870715114297,-6.04107436801345,-0.0194952992566361,-0.279153539371328,470.483923121147,0.0019215120701858,-2.20837497155207
0.097,1.05695620254348,0.0290371281861172,2.74959457424971,7.36421519811482,0.0489057102980507,3.0806979662771,-6.30725899557134,-0.0198685821119335,-0.331103392027388,470.346583867537,0.00196044930471692,-2.20821765261085
0.098,1.05691038134951,0.0290249169443643,2.7496355702069,7.64345269317607,0.0492677235280863,3.13424509028665,-6.58654231182656,-0.0202428065837219,-0.384609520079743,470.209203767299,0.00199938011544213,-2.20806195868986
0.099,1.05686454684742,0.0290127060730033,2.74967659964886,7.9370002919593,0.0496307038805949,3.18943369726411,-6.88013574511188,-0.0206179978075916,-0.439757097615243,470.07178470074,0.00203831915443121,-2.20790434433778
0.1,1.05681869903542,0.0290004955547929,2.74971766258355,8.24621912649422,0.0499946492742244,3.24635550773881,-7.18940042745881,-0.0209941537194315,-0.496637845155256,469.934324749661,0.00207724899115952,-2.20774836795287
0.101,1.05677283790893,0.0289882853724814,2.74975875901651,8.57264331617525,0.0503595489250655,3.30510969045412,-7.51587047826632,-0.0213712635525842,-0.555350931437604,469.796825849793,0.00211618999652572,-2.20759043628184
0.102,1.05672696346623,0.0289760755088172,2.7497998889556,8.91800760308942,0.0507254083606623,3.36580340063514,-7.8612806396232,-0.0217493328518451,-0.616003511679541,469.659285986642,0.00215511894456856,-2.20743420588499
0.103,1.05668107570276,0.02896386594654,2.74984105240624,9.28428019253652,0.0510922390245797,3.42855287584169,-8.22759911683376,-0.0221283730780397,-0.678711823435451,469.52170719767,0.00219406191835416,-2.20727597815266
0.104,1.05663517461685,0.0289516566683877,2.74988224937618,9.67370198501788,0.0514600401785599,3.49348417525674,-8.61706681040104,-0.0225083835101722,-0.743601925880563,469.384087417596,0.00223298996975742,-2.20711945526223
0.105,1.05658926020399,0.0289394476570913,2.74992347987076,10.0888335722613,0.0518288096777052,3.56073453273301,-9.03224431205729,-0.0228893620206139,-0.81081105286225,469.246428704399,0.00227193475578946,-2.206960923203
0.106,1.05654333246257,0.0289272388953786,2.7499647438976,10.5326117678929,0.0521985516149556,3.63045337310703,-9.47606843543032,-0.023271312719577,-0.880488629209433,469.108728945212,0.00231086197919986,-2.20680413429917
0.107,1.05649739138811,0.0289150303659716,2.75000604146194,11.0084178529827,0.0525692721504061,3.70280400351245,-9.95192046159459,-0.0236542417844345,-0.952797962050508,468.97099025839,0.00234980875936394,-2.20664531336191
0.108,1.05645143697904,0.0289028220515883,2.7500473725713,11.5201602412009,0.0529409717708831,3.77796500992873,-10.4637088042219,-0.0240381497192948,-1.02791763735743,468.833210490938,0.00238873515014508,-2.20648825007248
0.109,1.05640546923096,0.0288906139349422,2.7500887372308,12.0723749952945,0.0533136516586645,3.85613241088912,-11.0159695260636,-0.0244230377237224,-1.10604367365832,468.695391800221,0.002427683824046,-2.20632913721409
0.11,1.05635948814231,0.028878405998741,2.75013013544786,12.6703483742736,0.0536873148815984,3.93752158016736,-11.6139888861313,-0.0248089088828574,-1.1873914447195,468.557532016296,0.00246660938338551,-2.20617177960276
0.111,1.05631349370874,0.0288661982256897,2.7501715672275,13.3202667553746,0.0540619656305486,4.02237003753576,-12.2639532616659,-0.0251957674048589,-1.27219847030826,468.419633286032,0.00250555982730607,-2.20601237018156
0.112,1.05626748592877,0.0288539905984863,2.75021303257702,14.0294003419405,0.0544376051378814,4.1109401127974,-12.9731328560117,-0.0255836145393951,-1.36072708022038,468.281693432131,0.00254448472375036,-2.20585472724899
0.113,1.05622146479807,0.0288417830998272,2.75025453150134,14.8063287731783,0.0548142358295999,4.20352262921223,-13.7501073083802,-0.0259724527297727,-1.45326809771089,468.143714625281,0.00258343696135049,-2.20569502536289
0.114,1.0561754303152,0.0288295757124008,2.75029606400765,15.6612181170181,0.0551918601853298,4.30044062538591,-14.6050426867029,-0.0263622844729291,-1.55014456137826,468.005694662393,0.00262236103870123,-2.20553711031979
0.115,1.05612938247589,0.0288173684188949,2.75033763010076,16.6061607731767,0.0555704816813983,4.40205431994584,-15.5500313907008,-0.0267531132625034,-1.65171668984508,467.867635760572,0.00266131518772675,-2.20537710162793
0.116,1.05608332127875,0.0288051612019882,2.75037922978777,17.6555908569991,0.0559501019064916,4.50876636454791,-16.5995075357203,-0.0271449407045034,-1.75838713476014,467.729535638603,0.00270023842966439,-2.2052189186255
0.117,1.05603724671956,0.0287929540443605,2.75042086307337,18.8267885618689,0.0563307237412451,4.62102868232218,-17.7707513151494,-0.0275377696968845,-1.87060781924881,467.591396606051,0.00273919451709376,-2.20505860386847
0.118,1.05599115879696,0.0287807469286806,2.75046252996455,20.1404847131012,0.0567123493087869,4.73934998370937,-19.0844935543042,-0.0279316023801063,-1.98888745374482,467.453216312371,0.00277811705801002,-2.20490014016472
0.119,1.05594505750679,0.0287685398376202,2.75050423046589,21.6215705550905,0.0570949818328393,4.8643054031016,-20.5656254975837,-0.0283264419952192,-2.11380117263571,467.314997099421,0.00281707499007577,-2.20473953505794
0.12,1.05589894284772,0.0287563327538385,2.75054596458428,23.2999009018232,0.0574786230030168,4.9965474390892,-22.2440019589755,-0.0287222902491783,-2.24600147450492,467.176736586813,0.00285599686443255,-2.20458080071938
0.121,1.05585281481565,0.0287441256599992,2.75058773232419,25.2111446396698,0.0578632758092101,5.13681985953509,-24.1552918248541,-0.0291191501492109,-2.3862321272109,467.038437180994,0.00289495649157645,-2.20441989662422
0.122,1.05580667340931,0.0287319185387521,2.75062953369242,27.3975675070223,0.0582489421283584,5.28597395429258,-26.341760833613,-0.0295170235896063,-2.53534442060017,466.900096427714,0.00293387771509516,-2.2042608753384
0.123,1.05576051862463,0.0287197113727527,2.75067136869331,29.9085045362572,0.058635625022669,5.44498913550222,-28.8527440176326,-0.0299159136499163,-2.69431776680891,466.761716767954,0.00297283922081784,-2.20409968530565
0.124,1.05571435046038,0.0287075041446416,2.75071323733355,32.8000490196044,0.0590233260913439,5.61499764783646,-31.744334669144,-0.0303158219467023,-2.86428441050292,466.623295762971,0.00301175988748559,-2.20394037125819
0.125,1.05566816891255,0.0286952968370664,2.75075513961739,36.1330933460034,0.0594120482503352,5.79731598093769,-35.0774251770909,-0.0307167514132688,-3.0465608413203,466.484835834028,0.0030507231788372,-2.20377888446427
0.126,1.05562197397996,0.0286830894326584,2.75079707555141,39.9682312862448,0.0598017931143948,5.99348347462067,-38.9126093122648,-0.0311187036817364,-3.24268639906926,466.346334513019,0.00308964302916582,-2.2036193053611
0.127,1.05557576565862,0.0286708819140572,2.75083904513974,44.3551454397106,0.0601925635499034,6.20531177332431,-43.2995696740519,-0.0315216816358461,-3.45447272818457,466.207794302795,0.00312860822176784,-2.20345749414262
0.128,1.05552954394743,0.0286586742638857,2.75088104838885,49.3131257554132,0.060584360970814,6.43494704855297,-48.2575962114658,-0.0319256867069283,-3.68406600016412,466.069212637621,0.0031675279429887,-2.20329764091886
0.129,1.05548330884244,0.0286464664648057,2.75092308530279,54.7990495853094,0.0609771882404734,6.68495071526344,-53.7435662764669,-0.0323307217756677,-3.93402762996064,465.930592093251,0.00320652050373178,-2.20313554555817
0.13,1.05543706034259,0.0286342585010688,2.75096515588791,60.6614891125072,0.0613710473799118,6.9584034380431,-59.6060520521646,-0.032736788878843,-4.20743828215519,465.791930064514,0.00324683290380467,-2.20297541522386
0.131,1.05539079844397,0.0286220504447486,2.75100726014813,66.588320109456,0.0617659681333089,7.25904364103785,-65.532929311012,-0.0331439176885604,-4.50803638088971,465.653229163294,0.00336187974957355,-2.20281302079417
