data1,data2,data3,data4,data5,data6,data7,data8,data9,data10,data11,data12,data13
0,-0.336647353156028,-3.1110564384679,-3.33760065956362,1.96243831344925,-3.25291532919773,1.66452726800175,1.66295579341135,3.39578955053722,-3.31383004688908,3.73685520100635,-0.643535355542583,-3.86904095824422
0.001,-0.336647353156028,-3.1110564384679,-3.33760065956362,1.96243831344925,-3.25291532919773,1.66452726800175,1.66295579341135,3.39578955053722,-3.31383004688908,3.73685520100635,-0.643535355542583,-3.86904095824422
0.002,-0.336647353156028,-3.1110564384679,-3.33760065956362,1.96243831344925,-3.25291532919773,1.66452726800175,1.66295579341135,3.39578955053722,-3.31383004688908,3.73685520100635,-0.643535355542583,-3.86904095824422
0.003,-0.336518663893258,-3.1107996762941,-3.33721704981999,1.96294695099552,-3.25228405660097,1.66527823776278,1.66382301097893,3.39676909384802,-3.31274252952911,3.73804595761915,-0.64224642848321,-3.86765921279659
0.004,-0.336518663924637,-3.1107996763255,-3.3372170498514,1.96294695096409,-3.25228405663241,1.66527823773133,1.66382301094746,3.39676909381654,-3.31274252956061,3.73804595758764,-0.642246428514741,-3.86765921282813
0.005,-0.336518662864243,-3.11079967526447,-3.33721704878974,1.96294695202639,-3.25228405556948,1.6652782387949,1.66382301201167,3.39676909488138,-3.31274252849513,3.73804595865376,-0.642246427447979,-3.86765921176073
0.006,-0.336518658881277,-3.11079967127787,-3.3372170447995,1.96294695602027,-3.25228405157196,1.66527824279606,1.66382301601649,3.39676909888986,-3.31274252448299,3.73804596266957,-0.642246423428501,-3.86765920773758
0.007,-0.336518661182061,-3.11079967357941,-3.33721704710179,1.96294695371723,-3.25228405387575,1.66527824049152,1.66382301371119,3.39676909658381,-3.3127425267898,3.73804596036201,-0.642246425736816,-3.86765921004665
0.008,-0.336518661748291,-3.11079967414575,-3.33721704766826,1.96294695315064,-3.25228405444246,1.6652782399247,1.66382301314425,3.39676909601675,-3.31274252735697,3.73804595979471,-0.642246426304232,-3.86765921061418
0.009,-0.336518662319219,-3.11079967471678,-3.33721704823938,1.96294695257943,-3.25228405501377,1.66527823935329,1.66382301257275,3.39676909544515,-3.31274252792867,3.73804595922292,-0.642246426876122,-3.86765921118617
0.01,-0.336518662642973,-3.11079967504058,-3.33721704856323,1.96294695225553,-3.25228405533772,1.66527823902929,1.6638230122487,3.39676909512106,-3.31274252825282,3.73804595889873,-0.642246427200364,-3.86765921151046
0.011,-0.336518662962538,-3.11079967536019,-3.33721704888288,1.96294695193583,-3.25228405565746,1.6652782387095,1.66382301192886,3.39676909480117,-3.31274252857274,3.73804595857875,-0.64224642752038,-3.86765921183052
0.012,-0.336518663248925,-3.11079967564662,-3.33721704916935,1.96294695164932,-3.25228405594401,1.66527823842292,1.66382301164224,3.39676909451451,-3.31274252885944,3.73804595829201,-0.642246427807159,-3.86765921211734
0.013,-0.336518663531418,-3.11079967592915,-3.33721704945192,1.96294695136672,-3.25228405622665,1.66527823814024,1.66382301135952,3.39676909423176,-3.31274252914224,3.73804595800918,-0.642246428090028,-3.86765921240025
0.014,-0.336518663795036,-3.1107996761928,-3.33721704971561,1.96294695110299,-3.25228405649041,1.66527823787644,1.6638230110957,3.3967690939679,-3.31274252940613,3.73804595774525,-0.642246428353994,-3.86765921266425
0.015,-0.33651866407144,-3.11079967646924,-3.33721704999208,1.96294695082648,-3.25228405676696,1.66527823759986,1.66382301081907,3.39676909369124,-3.31274252968283,3.73804595746852,-0.64224642863076,-3.86765921294105
0.016,-0.336518664337926,-3.11079967673576,-3.33721705025864,1.96294695055989,-3.25228405703358,1.6652782373332,1.66382301055238,3.39676909342451,-3.31274252994959,3.73804595720172,-0.642246428897593,-3.86765921320792
0.017,-0.336518664608075,-3.11079967700594,-3.33721705052886,1.96294695028964,-3.25228405730387,1.66527823706288,1.66382301028202,3.39676909315411,-3.31274253022002,3.73804595693126,-0.642246429168094,-3.86765921347845
0.018,-0.33651866488256,-3.11079967728047,-3.33721705080341,1.96294695001504,-3.2522840575785,1.66527823678821,1.66382301000732,3.39676909287938,-3.31274253049479,3.73804595665645,-0.642246429442936,-3.86765921375333
0.019,-0.33651866515949,-3.11079967755743,-3.33721705108041,1.96294694973801,-3.25228405785557,1.6652782365111,1.66382300973018,3.3967690926022,-3.31274253077201,3.7380459563792,-0.642246429720225,-3.86765921403066
0.02,-0.336518665435985,-3.11079967783396,-3.33721705135698,1.9629469494614,-3.25228405813221,1.66527823623443,1.66382300945347,3.39676909232545,-3.31274253104879,3.73804595610238,-0.64224642999708,-3.86765921430755
0.021,-0.336518665718821,-3.11079967811684,-3.33721705163989,1.96294694917846,-3.25228405841519,1.66527823595141,1.66382300917041,3.39676909204236,-3.31274253133192,3.73804595581921,-0.642246430280283,-3.86765921459079
0.022,-0.336518666004699,-3.11079967840275,-3.33721705192584,1.96294694889247,-3.25228405870122,1.66527823566534,1.66382300888431,3.39676909175622,-3.3127425316181,3.738045955533,-0.642246430566533,-3.86765921487708
0.023,-0.336518666292643,-3.11079967869073,-3.33721705221386,1.96294694860441,-3.25228405898931,1.66527823537721,1.66382300859614,3.39676909146801,-3.31274253190634,3.73804595524472,-0.642246430854852,-3.86765921516543
