data1,data2,data3,data4,data5,data6,data7,data8,data9,data10,data11,data12,data13
0,4.85599161361139,-1.27762577051544,3.55172010667259,1.59898839116556,4.10781232523382,-2.63926622410418,1.1026161755093,-0.536788284486561,3.82910530426042,3.14998794626933,-3.64628453057318,1.10430628055778
0.001,4.85599161361139,-1.27762577051544,3.55172010667259,1.59898839116556,4.10781232523382,-2.63926622410418,1.1026161755093,-0.536788284486561,3.82910530426042,3.14998794626933,-3.64628453057318,1.10430628055778
0.002,4.85599161361139,-1.27762577051544,3.55172010667259,1.59898839116556,4.10781232523382,-2.63926622410418,1.1026161755093,-0.536788284486561,3.82910530426042,3.14998794626933,-3.64628453057318,1.10430628055778
0.003,4.85618279174613,-1.27724432987902,3.55228998946882,1.59974401271263,4.10875013090797,-2.6381505987667,1.10390449621468,-0.535333094950469,3.83072089783937,3.15175690997439,-3.6443697268571,1.10635897337633
0.004,4.8561827912993,-1.27724433032607,3.55228998902156,1.59974401226514,4.10875013046027,-2.63815059921462,1.10390449576655,-0.535333095398819,3.8307208973908,3.15175690952561,-3.6443697273061,1.10635897292711
0.005,4.85618279837288,-1.27724432324685,3.55228999610642,1.59974401935565,4.10875013755644,-2.63815059211279,1.10390450287404,-0.535333088285647,3.83072090450965,3.15175691665015,-3.64436972017587,1.10635898006304
0.006,4.856182804854,-1.27724431676031,3.55229000259838,1.59974402585304,4.10875014405926,-2.63815058560453,1.10390450938774,-0.535333081766495,3.83072091103426,3.15175692318022,-3.64436971364032,1.10635898660406
0.007,4.85618280151809,-1.2772443200974,3.55228999926011,1.59974402251359,4.10875014071862,-2.63815058894634,1.10390450604475,-0.535333085110674,3.8307209076889,3.15175691983367,-3.64436971698806,1.10635898325515
0.008,4.85618280102654,-1.27724432058906,3.55228999876833,1.5997440220217,4.10875014022663,-2.63815058943845,1.10390450555253,-0.535333085603005,3.83072090719646,3.15175691934112,-3.64436971748072,1.10635898276237
0.009,4.85618280061463,-1.27724432100105,3.55228999835627,1.59974402160957,4.10875013981442,-2.63815058985073,1.10390450514017,-0.535333086015432,3.83072090678396,3.15175691892855,-3.64436971789337,1.10635898234965
0.01,4.85618280041761,-1.2772443211981,3.55228999815919,1.59974402141246,4.10875013961728,-2.63815059004791,1.10390450494297,-0.535333086212668,3.83072090658669,3.15175691873125,-3.6443697180907,1.10635898215229
0.011,4.85618280024103,-1.2772443213747,3.55228999798257,1.59974402123581,4.1087501394406,-2.63815059022461,1.10390450476624,-0.535333086389423,3.83072090640991,3.15175691855444,-3.64436971826753,1.10635898197543
0.012,4.85618280009631,-1.27724432151945,3.5522899978378,1.59974402109102,4.10875013929579,-2.63815059036944,1.10390450462139,-0.535333086534289,3.83072090626502,3.15175691840954,-3.64436971841246,1.10635898183048
0.013,4.8561827999626,-1.27724432165317,3.55228999770405,1.59974402095726,4.10875013916201,-2.63815059050323,1.10390450448758,-0.535333086668124,3.83072090613117,3.15175691827566,-3.64436971854634,1.10635898169658
