data1,data2,data3,data4,data5,data6,data7,data8,data9,data10,data11,data12,data13
0,10,20,30,40,50,60,70,80,90,100,110,120
0.001,10,20,30,40,50,60,70,80,90,100,110,120
0.002,10,20,30,40,50,60,70,80,90,100,110,120
0.003,9.99999988956521,19.9999998895591,29.9999998895531,39.999999889547,49.9999998895409,59.9999998895348,69.9999998895288,79.9999998895227,89.9999998895166,99.9999998895105,109.999999889504,119.999999889498
0.004,9.99999311847526,19.9999931151812,29.9999931118851,39.9999931085868,49.9999931052864,59.9999931019838,69.9999930986791,79.9999930953723,89.9999930920633,99.9999930887522,109.999993085439,119.999993082124
0.005,10.0000665925077,20.0000666519626,30.0000667114867,40.0000667710803,50.0000668307435,60.0000668904763,70.0000669502788,80.0000670101512,90.0000670700935,100.000067130106,110.000067190188,120.000067250341
0.006,10.0000688957522,20.0000689560167,30.0000690163509,40.000069076755,50.000069137229,60.0000691977729,70.000069258387,80.0000693190714,90.000069379826,100.000069440651,110.000069501547,120.000069562513
0.007,10.0000559790866,20.0000560364708,30.0000560939239,40.000056151446,50.0000562090371,60.0000562666973,70.0000563244269,80.0000563822258,90.0000564400941,100.000056498032,110.00005655604,120.000056614117
0.008,10.0000518148333,20.0000518714835,30.0000519282023,40.0000519849899,50.0000520418465,60.000052098772,70.0000521557666,80.0000522128304,90.0000522699635,100.000052327166,110.000052384438,120.000052441779
0.009,10.0000465348135,20.0000465906459,30.0000466465467,40.0000467025163,50.0000467585545,60.0000468146615,70.0000468708375,80.0000469270825,90.0000469833966,100.00004703978,110.000047096233,120.000047152755
0.01,10.0000434176818,20.0000434730658,30.0000435285182,40.0000435840392,50.0000436396288,60.0000436952871,70.0000437510143,80.0000438068104,90.0000438626755,100.00004391861,110.000043974613,120.000044030686
0.011,10.0000400452843,20.0000401002037,30.0000401551915,40.0000402102477,50.0000402653724,60.0000403205658,70.0000403758279,80.0000404311589,90.0000404865589,100.000040542028,110.000040597566,120.000040653173
0.012,10.0000369660068,20.0000370205126,30.0000370750867,40.0000371297292,50.0000371844401,60.0000372392196,70.0000372940678,80.0000373489848,90.0000374039707,100.000037459025,110.000037514149,120.000037569342
0.013,10.0000339356844,20.0000339897893,30.0000340439623,40.0000340982037,50.0000341525135,60.0000342068918,70.0000342613387,80.0000343158544,90.0000343704388,100.000034425092,110.000034479814,120.000034534606
0.014,10.0000311259409,20.0000311796773,30.0000312334818,40.0000312873546,50.0000313412957,60.0000313953053,70.0000314493833,80.0000315035301,90.0000315577456,100.00003161203,110.000031666383,120.000031720805
0.015,10.0000281498108,20.0000282031589,30.000028256575,40.0000283100593,50.0000283636119,60.0000284172328,70.0000284709222,80.0000285246802,90.0000285785069,100.000028632402,110.000028686367,120.0000287404
0.016,10.000025287659,20.0000253406347,30.0000253936784,40.0000254467902,50.0000254999701,60.0000255532184,70.0000256065351,80.0000256599204,90.0000257133742,100.000025766897,110.000025820488,120.000025874148
0.017,10.0000224232345,20.000022475838,30.0000225285095,40.0000225812491,50.0000226340567,60.0000226869327,70.0000227398769,80.0000227928896,90.0000228459709,100.000022899121,110.000022952339,120.000023005627
0.018,10.0000195332134,20.0000195854418,30.000019637738,40.0000196901022,50.0000197425345,60.000019795035,70.0000198476037,80.0000199002408,90.0000199529465,100.000020005721,110.000020058563,120.000020111475
0.019,10.0000166245129,20.0000166763637,30.0000167282823,40.0000167802689,50.0000168323234,60.0000168844461,70.000016936637,80.0000169888962,90.0000170412238,100.00001709362,110.000017146085,120.000017198618
0.02,10.0000137393841,20.0000137908604,30.0000138424044,40.0000138940163,50.0000139456962,60.0000139974441,70.0000140492601,80.0000141011444,90.0000141530971,100.000014205118,110.000014257208,120.000014309366
0.021,10.0000108167724,20.0000108678692,30.0000109190337,40.000010970266,50.0000110215662,60.0000110729343,70.0000111243705,80.000011175875,90.0000112274477,100.000011279089,110.000011330798,120.000011382576
0.022,10.0000078827064,20.0000079334221,30.0000079842054,40.0000080350564,50.0000080859753,60.0000081369621,70.0000081880168,80.0000082391397,90.0000082903309,100.00000834159,110.000008392918,120.000008444314
0.023,10.0000049432044,20.0000049935381,30.0000050439394,40.0000050944083,50.000005144945,60.0000051955494,70.0000052462219,80.0000052969624,90.0000053477711,100.000005398648,110.000005449593,120.000005500607
0.024,10.0000019864467,20.000002036396,30.0000020864127,40.0000021364971,50.0000021866491,60.0000022368689,70.0000022871566,80.0000023375123,90.000002387936,100.000002438428,110.000002488988,120.000002539617
0.025,9.99999900954506,19.9999990591071,29.9999991087365,39.9999991584335,49.9999992081981,59.9999992580303,69.9999993079304,79.9999993578985,89.9999994079345,99.9999994580387,109.999999508211,119.999999558452
0.026,9.9999960237246,19.999996072898,29.9999961221388,39.999996171447,49.9999962208228,59.9999962702661,69.9999963197773,79.9999963693563,89.9999964190033,99.9999964687183,109.999996518501,119.999996568353
0.027,9.99999302138586,19.9999930701683,29.999993119018,39.9999931679351,49.9999932169197,59.9999932659718,69.9999933150917,79.9999933642793,89.9999934135348,99.9999934628583,109.99999351225,119.99999356171
0.028,9.9999900016447,19.9999900500337,29.9999900984899,39.9999901470134,49.9999901956043,59.9999902442627,69.9999902929887,79.9999903417825,89.9999903906441,99.9999904395735,109.999990488571,119.999990537637
0.029,9.99998696790792,19.9999870159014,29.999987063962,39.9999871120899,49.9999871602851,59.9999872085478,69.9999872568779,79.9999873052758,89.9999873537414,99.9999874022748,109.999987450876,119.999987499546
0.03,9.99998391910698,19.9999839667028,29.9999840143657,39.9999840620957,49.999984109893,59.9999841577577,69.9999842056898,79.9999842536896,89.999984301757,99.9999843498922,109.999984398095,119.999984446366
0.031,9.99998085324343,19.9999809004391,29.9999809477018,39.9999809950315,49.9999810424285,59.9999810898928,69.9999811374245,79.9999811850237,89.9999812326905,99.999981280425,109.999981328227,119.999981376097
0.032,9.99997777205938,19.9999778188527,29.999977865713,39.9999779126402,49.9999779596347,59.9999780066963,69.9999780538252,79.9999781010217,89.9999781482857,99.9999781956172,109.999978243017,119.999978290484
0.033,9.99997467524504,19.9999747216337,29.9999747680893,39.9999748146118,49.9999748612014,59.9999749078582,69.9999749545821,79.9999750013736,89.9999750482324,99.9999750951588,109.999975142153,119.999975189215
0.034,9.99997156190769,19.9999716078894,29.9999716539379,39.9999717000533,49.9999717462356,59.9999717924851,69.9999718388017,79.9999718851857,89.999971931637,99.9999719781558,109.999972024742,119.999972071396
0.035,9.99996843239869,19.999968477971,29.9999685236101,39.999968569316,49.9999686150888,59.9999686609286,69.9999687068355,79.9999687528098,89.9999687988513,99.9999688449602,109.999968891137,119.999968937381
0.036,9.99996528683827,19.9999653319989,29.9999653772263,39.9999654225203,49.9999654678813,59.9999655133091,69.999965558804,79.9999656043661,89.9999656499954,99.9999656956921,109.999965741456,119.999965787288
0.037,9.99996212471437,19.999962169461,29.9999622142742,39.999962259154,49.9999623041006,59.9999623491141,69.9999623941946,79.9999624393422,89.9999624845569,99.9999625298389,109.999962575188,119.999962620605
0.038,9.99995894604674,19.9999589903769,29.9999590347735,39.9999590792367,49.9999591237667,59.9999591683634,69.999959213027,79.9999592577577,89.9999593025555,99.9999593474204,109.999959392353,119.999959437352
0.039,9.99995575086967,19.9999557947809,29.9999558387586,39.9999558828028,49.9999559269137,59.9999559710912,69.9999560153356,79.999956059647,89.9999561040254,99.9999561484708,109.999956192984,119.999956237564
0.04,9.9999525389532,19.9999525824432,29.9999526259995,39.9999526696222,49.9999527133116,59.9999527570675,69.9999528008902,79.9999528447799,89.9999528887364,99.99995293276,109.999952976851,119.999953021009
0.041,9.99994931018605,19.9999493532523,29.9999493963848,39.9999494395836,49.999949482849,59.9999495261809,69.9999495695795,79.9999496130449,89.9999496565772,99.9999497001765,109.999949743843,119.999949787576
0.042,9.99994606454556,19.9999461071856,29.9999461498918,39.9999461926643,49.9999462355032,59.9999462784087,69.9999463213807,79.9999463644195,89.9999464075251,99.9999464506975,109.999946493937,119.999946537244
0.043,9.99994280189513,19.9999428441065,29.9999428863839,39.9999429287276,49.9999429711377,59.9999430136141,69.9999430561571,79.9999430987668,89.9999431414431,99.9999431841863,109.999943226996,119.999943269874
0.044,9.99993952211739,19.9999395638976,29.9999396057438,39.9999396476562,49.9999396896348,59.9999397316798,69.9999397737912,79.9999398159693,89.999939858214,99.9999399005253,109.999939942904,119.999939985349
0.045,9.99993622514146,19.999936266488,29.9999363079005,39.999936349379,49.9999363909237,59.9999364325348,69.9999364742121,79.9999365159561,89.9999365577665,99.9999365996436,109.999936641588,119.999936683598
0.046,9.99993291086597,19.9999329517763,29.9999329927525,39.9999330337947,49.999933074903,59.9999331160776,69.9999331573184,79.9999331986257,89.9999332399994,99.9999332814397,109.999933322947,119.999933364521
0.047,9.99992957918135,19.9999296196529,29.9999296601904,39.9999297007937,49.999929741463,59.9999297821985,69.9999298230002,79.9999298638683,89.9999299048028,99.9999299458038,109.999929986871,119.999930028006
0.048,9.99992622999893,19.9999262700292,29.9999263101253,39.9999263502872,49.999926390515,59.9999264308089,69.999926471169,79.9999265115953,89.999926552088,99.999926592647,109.999926633273,119.999926673965
0.049,9.99992286322361,19.9999229028101,29.9999229424622,39.9999229821801,49.9999230219639,59.9999230618136,69.9999231017294,79.9999231417115,89.9999231817597,99.9999232218743,109.999923262055,119.999923302303
0.05,9.99991947875437,19.9999195178944,29.9999195571,39.9999195963713,49.9999196357084,59.9999196751115,69.9999197145804,79.9999197541156,89.9999197937168,99.9999198333844,109.999919873118,119.999919912919
0.051,9.99991607649656,19.9999161151876,29.9999161539441,39.9999161927662,49.9999162316541,59.9999162706077,69.9999163096273,79.9999163487129,89.9999163878646,99.9999164270825,109.999916466367,119.999916505717
0.052,9.99991265635575,19.9999126945951,29.9999127328999,39.9999127712703,49.9999128097062,59.9999128482079,69.9999128867754,79.9999129254089,89.9999129641084,99.999913002874,109.999913041706,119.999913080604
0.053,9.99990921823455,19.9999092560196,29.9999092938701,39.999909331786,49.9999093697674,59.9999094078145,69.9999094459274,79.9999094841062,89.9999095223508,99.9999095606615,109.999909599038,119.999909637481
0.054,9.99990576203739,19.9999057993656,29.999905836759,39.9999058742178,49.9999059117421,59.999905949332,69.9999059869875,79.9999060247089,89.9999060624961,99.9999061003492,109.999906138268,119.999906176254
0.055,9.99990228766933,19.9999023245379,29.9999023614717,39.9999023984708,49.9999024355353,59.9999024726652,69.9999025098607,79.9999025471221,89.9999025844491,99.999902621842,109.999902659301,119.999902696826
0.056,9.99989879503442,19.9998988314408,29.9998988679122,39.9998989044489,49.9998989410508,59.9998989777182,69.9998990144511,79.9998990512497,89.9998990881138,99.9998991250438,109.99989916204,119.999899199102
0.057,9.99989528403696,19.9998953199784,29.9998953559848,39.9998953920563,49.9998954281931,59.9998954643952,69.9998955006627,79.9998955369959,89.9998955733945,99.9998956098589,109.999895646389,119.999895682985
0.058,9.99989175458168,19.9998917900554,29.9998918255941,39.9998918611978,49.9998918968667,59.9998919326008,69.9998919684002,79.9998920042652,89.9998920401957,99.9998920761917,109.999892112254,119.999892148381
0.059,9.99988820657289,19.9998882415763,29.9998882766445,39.9998883117777,49.9998883469759,59.9998883822393,69.9998884175679,79.999888452962,89.9998884884215,99.9998885239465,109.999888559537,119.999888595194
0.06,9.99988463991482,19.9998846744451,29.9998847090401,39.9998847437,49.9998847784248,59.9998848132148,69.9998848480699,79.9998848829904,89.9998849179761,99.9998849530274,109.999884988144,119.999885023327
0.061,9.99988105451173,19.9998810885661,29.9998811226852,39.999881156869,49.9998811911177,59.9998812254315,69.9998812598103,79.9998812942544,89.9998813287637,99.9998813633384,109.999881397979,119.999881432684
0.062,9.99987745026774,19.9998774838435,29.9998775174838,39.9998775511888,49.9998775849586,59.9998776187934,69.9998776526931,79.9998776866581,89.9998777206881,99.9998777547835,109.999877788944,119.999877823171
0.063,9.99987382708667,19.999873860181,29.9998738933398,39.9998739265632,49.9998739598513,59.9998739932043,69.9998740266222,79.9998740601052,89.9998740936532,99.9998741272665,109.999874160945,119.999874194689
0.064,9.99987018487226,19.9998702174823,29.9998702501568,39.9998702828958,49.9998703156995,59.9998703485679,69.9998703815011,79.9998704144993,89.9998704475625,99.9998704806908,109.999870513884,119.999870547143
0.065,9.99986652352796,19.999866555651,29.9998665878383,39.9998666200901,49.9998666524064,59.9998666847874,69.9998667172331,79.9998667497438,89.9998667823193,99.9998668149599,109.999866847666,119.999866880437
0.066,9.99986284295699,19.9998628745901,29.9998629062875,39.9998629380492,49.9998629698754,59.9998630017661,69.9998630337215,79.9998630657418,89.9998630978268,99.9998631299768,109.999863162192,119.999863194472
0.067,9.99985914306224,19.9998591742026,29.9998592054071,39.999859236676,49.9998592680091,59.9998592994068,69.999859330869,79.999859362396,89.9998593939877,99.9998594256442,109.999859457366,119.999859489152
