data1,data2,data3,data4,data5,data6,data7,data8,data9,data10
0.03,-0.0192405817211123,0.000783615444544213,0.0427210589265622,-0.00610368887896621,0.000277803498807201,-0.022693489944539,-0.0253442706000785,0.00106141894335141,0.0200275689820232
0.031,-0.0178815335039439,0.000792410194778947,0.0432106301450109,-0.0055275748836565,-6.13004726836828e-05,-0.0223594157593846,-0.0234091083876004,0.000731109722095264,0.0208512143856263
0.032,-0.016520491294322,0.000801321533101205,0.043701690072269,-0.00519087374939671,-0.000717478952426963,-0.0221079049055051,-0.0217113650437187,8.38425806742416e-05,0.0215937851667638
0.033,-0.0151571242231279,0.000810437295820459,0.0441942340106204,-0.00472586949003385,-0.000467048312962141,-0.0228317137934223,-0.0198829937131617,0.000343388982858318,0.0213625202171981
0.034,-0.0137915807740312,0.000819507129346854,0.044688411229357,-0.00437491590550494,-7.51518490882551e-05,-0.0229772406897237,-0.0181664966795362,0.000744355280258598,0.0217111705396333
0.035,-0.0124237062323573,0.000828491315520382,0.0451841239345724,-0.0039738424213045,-0.000264967162183699,-0.0229158448523723,-0.0163975486536618,0.000563524153336683,0.0222682790822001
0.036,-0.0110535597136827,0.00083755111083415,0.0456813373832005,-0.00362947163706069,-0.000506439247729688,-0.0232667110641139,-0.0146830313507433,0.000331111863104462,0.0224146263190866
0.037,-0.009681065787006,0.000846701208869168,0.0461801208037031,-0.00326828780891598,-0.000377227642889289,-0.0235012699426555,-0.012949353595922,0.000469473565979879,0.0226788508610476
0.038,-0.00830624432344406,0.000855838380383165,0.0466804576054666,-0.00293691012859414,-0.000239432148503155,-0.0235791462210324,-0.0112431544520382,0.000616406231880011,0.0231013113844342
0.039,-0.00692905628100593,0.000864960069723961,0.0471823257452824,-0.00260211977240831,-0.000336297247196202,-0.023796045584648,-0.00953117605341423,0.000528662822527759,0.0233862801606345
0.04,-0.0055495055775958,0.000874131993024983,0.0476857518094503,-0.00228386871833171,-0.000423393738266734,-0.0240160522442199,-0.00783337429592751,0.000450738254758249,0.0236696995652305
0.041,-0.00416757085841459,0.000883351598267258,0.048190740867247,-0.00196682602459086,-0.00036295153827274,-0.0241588925851647,-0.00613439688300545,0.000520400059994519,0.0240318482820822
0.042,-0.00278325040558248,0.000892577454505486,0.0486972842895691,-0.00165916443526128,-0.000318255454168871,-0.0243356809677009,-0.00444241484084376,0.000574322000336616,0.0243616033218682
0.043,-0.00139653237823743,0.00090181397885722,0.0492053925585875,-0.00135348746802608,-0.000365726619273922,-0.0245290924711327,-0.0027500198462635,0.000536087359583299,0.0246763000874548
0.044,-7.41413381622036e-06,0.000911087263087336,0.0497150727745107,-0.00105277872949165,-0.000397298720231483,-0.0246919805594319,-0.00106019286330787,0.000513788542855853,0.0250230922150788
0.045,0.0013841102968978,0.000920392924092205,0.0502263248792387,-0.00075315952968236,-0.000371714444968122,-0.0248570387444397,0.000630950767215436,0.000548678479124083,0.025369286134799
0.046,0.00277804234964923,0.000929714795897066,0.0507391536084126,-0.000455331595735881,-0.000359890970249357,-0.0250307919593392,0.00232271075391335,0.000569823825647708,0.0257083616490734
0.047,0.0041743837878054,0.000939056824743316,0.0512535655313483,-0.000156973158217697,-0.000383287007713423,-0.0251936003949318,0.0040174106295877,0.000555769817029893,0.0260599651364165
0.048,0.00557313382672231,0.000948429110689924,0.0517695632304048,0.000142219613591899,-0.000395728107847535,-0.0253519519736662,0.00571535344031421,0.00055270100284239,0.0264176112567386
0.049,0.00697429073791564,0.000957828612193928,0.0522871511109784,0.000443885210613083,-0.00038665514401345,-0.0255119326966251,0.00741817594852872,0.000571173468180478,0.0267752184143532
0.05,0.00837785105095786,0.000967249222243115,0.0528063338991444,0.00074877761994248,-0.000385911349408931,-0.0256671591332703,0.00912662867090034,0.000581337872834183,0.027139174765874
0.051,0.00978380975631028,0.000976693385310539,0.0533271159845803,0.00105824512003064,-0.000398231114473378,-0.0258176307447562,0.0108420548763409,0.000578462270837161,0.027509485239824
0.052,0.0111921605063544,0.0009861649194487,0.0538495010109934,0.00137325476814666,-0.000404461855028808,-0.0259661418322624,0.0125654152745011,0.000581703064419891,0.0278833591787309
0.053,0.0126028950585107,0.000995662145550374,0.0543734938948151,0.00169504565379899,-0.000402854853713039,-0.0261110828016829,0.0142979407123096,0.000592807291837335,0.0282624110931322
0.054,0.0140160039477866,0.00100518285383777,0.0548990984895261,0.00202470141354053,-0.000405618202834247,-0.0262516625365956,0.0160407053613271,0.000599564651003522,0.0286474359529306
0.055,0.0154314756577565,0.00101472837337109,0.0554263193353357,0.00236343981752602,-0.000413065254214456,-0.02638873874033,0.0177949154752825,0.000601663119156631,0.0290375805950057
0.056,0.0168492974268422,0.0010243001229286,0.0559551602973437,0.00271242690698395,-0.000417466423957095,-0.0265219894439673,0.0195617243338261,0.000606833698971502,0.0294331708533764
0.057,0.0182694543234342,0.00103389728856789,0.0564856260431469,0.00307290648975437,-0.000419124696302384,-0.0266508856694436,0.0213423608131886,0.000614772592265509,0.0298347403737033
0.058,0.0196919301152207,0.00104351912678811,0.057017720295296,0.0034461209547854,-0.000422901650375966,-0.0267755210360004,0.0231380510700061,0.00062061747641214,0.0302421992592956
0.059,0.0211167062074064,0.00105316632433067,0.0575514476966157,0.00383337042049216,-0.000428291018030499,-0.0268957787502478,0.0249500766278985,0.000624875306300173,0.0306556689463679
0.06,0.0225437626692941,0.0010628394120551,0.0580868119443,0.00423598087490021,-0.000432255602896257,-0.0270113482747393,0.0267797435441943,0.000630583809158844,0.0310754636695607
0.061,0.0239730770363713,0.00107253804308869,0.0586238176587805,0.00465533253392665,-0.000435311935985016,-0.0271220877617638,0.0286284095702979,0.000637226107103673,0.0315017298970167
0.062,0.0254046253333574,0.00108226200703481,0.0591624684588769,0.00509284928811973,-0.000439344550598442,-0.0272278491046892,0.0304974746214772,0.000642917456436368,0.0319346193541877
0.063,0.0268383809244341,0.0010920116617665,0.0597027689412582,0.00555001380718004,-0.000443905217576698,-0.0273283985535752,0.0323883947316141,0.000648106444189804,0.032374370387683
0.064,0.0282743154830856,0.00110178722151636,0.060244722653116,0.00602836683552174,-0.000447832959792462,-0.0274235275777743,0.0343026823186074,0.000653954261723896,0.0328211950753418
0.065,0.029712397814671,0.00111158857043637,0.0607883341565519,0.0065295169628186,-0.000451486094497602,-0.0275130362569845,0.0362419147774896,0.000660102475938771,0.0332752978995674
0.066,0.0311525948287122,0.00112141568445348,0.061333606923662,0.00705514481997652,-0.000455574591564227,-0.0275966926788182,0.0382077396486887,0.000665841092889253,0.0337369142448438
0.067,0.0325948703079624,0.00113126876464214,0.0618805454842772,0.00760701110691868,-0.000459826233429555,-0.0276742567503219,0.0402018814148811,0.000671442531212582,0.0342062887339553
0.068,0.0340391859105751,0.00114114791752871,0.0624291532036534,0.00818696367558479,-0.000463810363429614,-0.0277454856457582,0.0422261495861599,0.000677337554099098,0.0346836675578952
0.069,0.0354854999480035,0.00115105313580439,0.0629794345576073,0.0087969455522003,-0.000467726833325987,-0.0278101204600348,0.0442824455002038,0.000683326302478403,0.0351693140975724
0.07,0.0369337681676382,0.00116098445687164,0.063531392851821,0.00943900420269474,-0.000471834691446529,-0.0278678884997245,0.046372772370333,0.000689149765425112,0.0356635043520965
0.071,0.0383839427550388,0.00117094201076222,0.064085032464407,0.0101153005815266,-0.000475991004290635,-0.027918506348381,0.0484992433365654,0.000694951006471582,0.036166526116026
0.072,0.0398359729856982,0.00118092587021584,0.0646403565865252,0.0108281203745262,-0.000480041490128407,-0.0279616762573151,0.0506640933602244,0.000700884380087433,0.0366786803292101
0.073,0.0412898041059197,0.00119093607679395,0.0651973695612387,0.0115798848739475,-0.000484086454878276,-0.0279970849045562,0.0528696889798672,0.000706849621915677,0.0372002846566825
0.074,0.042745378076252,0.00120097268661325,0.065756074437748,0.0123731644814945,-0.000488216869799579,-0.0280244037265788,0.0551185425577465,0.000712755816813675,0.0377316707111692
0.075,0.0442026323763238,0.00121103579955628,0.0663164754736207,0.0132106919402567,-0.000492363552582733,-0.0280432874652946,0.0574133243165805,0.00071867224697355,0.0382731880083261
0.076,0.0456615006697361,0.00122112547848961,0.0668785755834705,0.0140953787003313,-0.000496473581581566,-0.0280533727897729,0.0597568793700674,0.000724651896908044,0.0388252027936977
0.077,0.0471219116221346,0.00123124178698481,0.0674423789331652,0.0150303312232547,-0.000500594124478426,-0.0280542773429129,0.0621522428453893,0.000730647662506382,0.0393881015902523
0.078,0.048583789431254,0.0012413847860738,0.0680078882897684,0.0160188709077312,-0.000504755587943857,-0.0280455984881565,0.0646026603389852,0.000736629198129943,0.0399622898016119
0.079,0.0500470526789423,0.00125155456341808,0.0685751076949755,0.0170645544141776,-0.000508926269849868,-0.0280269117750995,0.0671116070931198,0.000742628293568213,0.040548195919876
0.08,0.0515116147515517,0.00126175117969938,0.0691440397360416,0.0181711981085199,-0.000513089065977273,-0.0279977694819593,0.0696828128600717,0.000748662113722104,0.0411462702540823
0.081,0.0529773826222356,0.00127197470853507,0.0697146883460811,0.0193429036128313,-0.000517265156484344,-0.0279576989585533,0.072320286235067,0.000754709552050724,0.0417569893875278
0.082,0.0544442571695351,0.00128222521179685,0.0702870559206008,0.0205840881138264,-0.000521464013668445,-0.0279062008526704,0.0750283452833615,0.000760761198128407,0.0423808550679305
0.083,0.0559121319150834,0.00129250277293269,0.0708611462293291,0.0218995166766353,-0.00052567170294981,-0.0278427471095178,0.0778116485917187,0.000766831069982877,0.0430183991198113
0.084,0.0573808932289307,0.00130280745248966,0.0714369614461543,0.0232943402337303,-0.00052988318880612,-0.0277667788753095,0.080675233462661,0.000772924263683539,0.0436701825708448
0.085,0.0588504189461044,0.0013131393288396,0.0720145051789871,0.0247741367738501,-0.000534107650647013,-0.0276777041415705,0.0836245557199545,0.000779031678192592,0.0443368010374166
0.086,0.0603205784194356,0.00132349846365767,0.0725937793528063,0.0263449594773689,-0.000538347717151764,-0.0275748952338583,0.0866655378968045,0.000785150746505903,0.0450188841189481
0.087,0.0617912310749044,0.00133388493961119,0.0731747873638547,0.028013389633024,-0.000542597475981595,-0.0274576859827856,0.0898046207079284,0.000791287463629591,0.0457171013810691
0.088,0.0632622262055884,0.00134429881749295,0.0737575308736402,0.0297865982798786,-0.000546855693569172,-0.02732536869978,0.093048824485467,0.000797443123923779,0.0464321621738602
0.089,0.0647334014070841,0.00135474017836151,0.074342013044117,0.0316724148472917,-0.000551126238126296,-0.0271771907953498,0.0964058162543758,0.000803613940235211,0.0471648222487672
0.09,0.0662045821219888,0.00136520908360849,0.074928235212881,0.0336794069397691,-0.000555409681621297,-0.0270123511105167,0.0998839890617578,0.000809799401987196,0.0479158841023643
0.091,0.0676755799136659,0.00137570561637449,0.0755162002612969,0.0358169702280566,-0.00055970359960685,-0.0268299958112888,0.103492550141722,0.000816002016767644,0.048686204450008
0.092,0.0691461916308027,0.00138622983754168,0.0761059091831766,0.0380954329378629,-0.000564007831391707,-0.0266292139332342,0.107241624568666,0.000822222006149973,0.0494766952499424
0.093,0.0706161974550975,0.00139678183000301,0.0766973645358877,0.0405261747997935,-0.000568323974028809,-0.0264090323893503,0.111142372254891,0.0008284578559742,0.0502883321465374
0.094,0.07208535967252,0.00140736165509652,0.077290566905342,0.0431217655210571,-0.000572652069106181,-0.0261684104941797,0.115207125193577,0.000834709585990336,0.0511221564111623
0.095,0.0735534203258254,0.00141796939695704,0.0778855184814359,0.0458961239426173,-0.000576991161508478,-0.0259062338334286,0.119449544268443,0.000840978235448566,0.0519792846480073
0.096,0.075020099459661,0.00142860511644062,0.078482219380214,0.0488647039022814,-0.000581341330439481,-0.0256213075140717,0.123884803361942,0.000847263786001137,0.0528609118661424
0.097,0.0764850923308084,0.0014392688981254,0.0790806713465528,0.0520447097017017,-0.000585703230397918,-0.0253123485755242,0.12852980203251,0.000853565667727482,0.0537683227710286
0.098,0.0779480668488849,0.00144996080305109,0.0796808739752641,0.0554553488674654,-0.000590076812523711,-0.0249779775852952,0.13340341571635,0.000859883990527382,0.0547028963899689
0.099,0.0794086602022464,0.00146068091646071,0.080282828475925,0.0591181276241946,-0.000594461723661998,-0.0246167091846103,0.138526787826441,0.000866219192798708,0.0556661192913147
0.1,0.0808664752924945,0.00147142929929902,0.0808865338330128,0.0630571993057604,-0.000598858061084016,-0.0242269415327184,0.143923674598255,0.000872571238215008,0.0566595923002945
0.101,0.0823210764098784,0.00148220603733225,0.0814919906465596,0.0672997750564649,-0.000603266098770689,-0.0238069444085647,0.149620851466343,0.000878939938561565,0.057685046237995
0.102,0.0837719843951449,0.00149301119148495,0.0820991971704939,0.0718766109966532,-0.000607685801172734,-0.0233548458545889,0.155648595391798,0.000885325390312217,0.058744351315905
0.103,0.0852186709047572,0.00150384484843932,0.0827081533065278,0.0768225871326981,-0.000612117055244463,-0.0228686170443699,0.162041258037455,0.000891727793194853,0.0598395362621578
0.104,0.0866605518206343,0.00151470706866863,0.0833188564403937,0.0821773986746389,-0.00061655993434419,-0.0223460552158449,0.168837950495273,0.000898147134324442,0.0609728012245488
0.105,0.088096979546583,0.0015255979395408,0.0839313056193764,0.0879863839751177,-0.000621014563275343,-0.0217847642337236,0.176083363521701,0.000904583376265457,0.0621465413856528
0.106,0.0895272338740687,0.00153651752147582,0.084545497234121,0.0943015203099628,-0.000625480931022641,-0.0211821325332691,0.183828754184032,0.000911036590453179,0.0633633647008519
0.107,0.0909505114332984,0.0015474659025058,0.0851614293092262,0.101182625536575,-0.000629959018104249,-0.0205353078919063,0.192133136969873,0.000917506884401547,0.0646261214173199
0.108,0.0923659129318744,0.00155844314270767,0.0857790970381832,0.108698813634426,-0.00063444887610039,-0.0198411685897867,0.2010647265663,0.000923994266607283,0.0659379284483966
0.109,0.093772428412223,0.00156944933067274,0.0863984972073627,0.116930263791102,-0.00063895057296771,-0.0190962902444808,0.210702692203325,0.000930498757705032,0.0673022069628819
0.11,0.0951689191812294,0.00158048452617096,0.0870196235829506,0.125970377324556,-0.000643464114932122,-0.0182969076407002,0.221139296505785,0.000937020411238842,0.0687227159422504
0.111,0.0965540968564073,0.00159154881835953,0.0876424714424742,0.135928415268822,-0.000647989518006448,-0.0174388705539073,0.23248251212523,0.000943559300353085,0.0702036008885668
0.112,0.0979264973866296,0.00160264226680032,0.0882670328431806,0.14693273066065,-0.000652526820243703,-0.0165175925225589,0.24485922804728,0.000950115446556612,0.0717494403206218
0.113,0.0992844507336108,0.00161376496092317,0.0888933012070897,0.159134736491124,-0.000657076068732009,-0.0155279911452476,0.258419187224734,0.000956688892191165,0.0733653100618422
0.114,0.100626043104202,0.00162491695983846,0.0895212664839748,0.172713777910749,-0.000661637279304082,-0.0144644182844665,0.273339821014952,0.000963279680534373,0.0750568481995083
0.115,0.101949072394119,0.00163609835326231,0.0901509198151872,0.187883109213341,-0.000666210481002718,-0.0133205780804925,0.28983218160746,0.000969887872259594,0.0768303417346947
0.116,0.103250992687384,0.00164730919967727,0.0907822485363835,0.204897199152257,-0.000670795704582636,-0.0120894302718476,0.308148191839641,0.000976513495094635,0.0786928182645359
0.117,0.104528848124744,0.00165854958896562,0.0914152409515379,0.224060599856677,-0.000675392989649553,-0.0107630756159208,0.328589447981421,0.000983156599316064,0.080652165335617
0.118,0.105779190953929,0.00166981957844351,0.0920498811025926,0.245738580237273,-0.00068000235646405,-0.00933261948252448,0.351517771191202,0.000989817221979462,0.0827172616200681
0.119,0.106997983558149,0.00168111925801466,0.0926861536966019,0.270369612080439,-0.000684623838665269,-0.00778800858992901,0.377367595638587,0.000996495419349393,0.0848981451066728
0.12,0.108180478417221,0.00169244868369904,0.093324038623404,0.29847950770799,-0.00068925746278385,-0.00611783457920661,0.406659986125211,0.00100319122091519,0.0872062040441974
0.121,0.109321076286629,0.00170380794460515,0.0939635159440019,0.330696405872128,-0.000693903265744852,-0.004309096313282,0.440017482158757,0.0010099046788603,0.0896544196307199
0.122,0.110413157672522,0.0017151970949765,0.0946045601858119,0.367764602362432,-0.000698561269033009,-0.00234691050874205,0.478177760034953,0.00101663582594349,0.0922576496770698
0.123,0.111448892453418,0.00172661622281288,0.0952471453684995,0.410552986051931,-0.000703231507202536,-0.000214157218666085,0.522001878505349,0.00102338471561035,0.0950329881498334
0.124,0.11241903233081,0.00173806537965035,0.0958912389870536,0.460049817876824,-0.000707914003878122,0.00210895745942972,0.572468850207634,0.00103015137577223,0.0980001964464833
0.125,0.113312711179331,0.00174954465141414,0.096536807008914,0.517328736638883,-0.00071260879409206,0.00464544463693362,0.630641447818215,0.00103693585732209,0.101182251645848
0.126,0.11411729483987,0.00176105408668099,0.0971838075630905,0.583459937303709,-0.000717315898238327,0.00742221273291011,0.697577232143579,0.00104373818844266,0.104606020296001
0.127,0.114818372175807,0.0017725937689114,0.0978321957629242,0.65932495594809,-0.000722035349749658,0.0104709257943531,0.774143328123897,0.00105055841916174,0.108303121557277
0.128,0.115400037979687,0.00178416374328734,0.0984819169387894,0.745276370902289,-0.000726767169129889,0.0138290962499515,0.860676408881976,0.00105739657415745,0.112311013188741
0.129,0.115845723031012,0.00179576409243824,0.0991329113025061,0.84057811919627,-0.000731511389033609,0.0175414890123908,0.956423842227282,0.00106425270340463,0.116674400314897
0.13,0.116139924769228,0.00180739486992008,0.0997851069017824,0.942602789406715,-0.000736268027743183,0.0216619437741629,1.05874271417594,0.0010711268421769,0.121447050675945
0.131,0.116271275433841,0.0018190566281666,0.100438446762725,1.04591415384812,-0.000741037118558461,0.0262557653193432,1.16218542928196,0.00107801950960814,0.126694212082068
0.132,0.116238846177971,0.0018307747717252,0.101094128833221,1.14168907971215,-0.000745818716743432,0.0314028984984281,1.25792792589012,0.00108495605498177,0.132497027331649
0.133,0.116125191979017,0.00184354195790082,0.101802828166734,1.21834341673503,-0.000750614786513429,0.037202398318688,1.33446860871405,0.00109292717138739,0.139005226485422
0.134,0.11601945461704,0.00185837542838436,0.102621618769717,1.26422743086906,-0.000755505306189745,0.0437873808835136,1.3802468854861,0.00110287012219461,0.14640899965323
0.135,0.115592790931024,0.00187013744028934,0.103291876784292,1.27205811630054,-0.000761176207993523,0.0513415000206767,1.38765090723157,0.00110896123229581,0.154633376804969
0.136,0.115103669455011,0.00188067027657045,0.103879345205186,1.24254344654459,-0.000767843096839861,0.0600418977356368,1.35764711599961,0.00111282717973059,0.163921242940823
0.137,0.114685327836513,0.00189148679403395,0.104477367640071,1.18418673657317,-0.000771934608948144,0.0701069509004619,1.29887206440968,0.00111955218508581,0.174584318540533
0.138,0.114384720906808,0.00190271661352692,0.105096037009365,1.10985753618332,-0.000774805972694167,0.081890775872348,1.22424225709013,0.00112791064083275,0.186986812881713
0.139,0.114220043683975,0.00191424678977705,0.105728896217864,1.03158926262224,-0.000779587634924388,0.0958680710010788,1.14580930630621,0.00113465915485266,0.201596967218943
0.14,0.114192183812888,0.00192598290167197,0.106370047129111,0.958198309292188,-0.000785296443163646,0.112678115981504,1.07239049310508,0.00114068645850832,0.219048163110615
0.141,0.114289912064536,0.00193786372386343,0.107015341180317,0.894663345300183,-0.000789942286540948,0.133209346717744,1.00895325736472,0.00114792143732248,0.240224687898061
0.142,0.114495272959597,0.00194985082364677,0.107661785520022,0.843172055269112,-0.000794210755080144,0.158731774241739,0.957667328228709,0.00115564006856662,0.266393559761761
0.143,0.114787522952122,0.00196192087316291,0.108306970658733,0.804074833962554,-0.000799272762874861,0.191112646389964,0.918862356914676,0.00116264811028805,0.299419617048697
0.144,0.115145761570897,0.00197406003646779,0.108948607673478,0.776840422712068,-0.000804594138105503,0.233181289104705,0.891986184282965,0.00116946589836229,0.342129896778183
0.145,0.115550164360555,0.00198625993861231,0.109584125868079,0.760519902984896,-0.000809454579771214,0.289369846111424,0.876070067345451,0.0011768053588411,0.398953971979504
0.146,0.115982550118425,0.00199851535307901,0.110210196867404,0.754089549382102,-0.000814228527925061,0.366881642143236,0.870072099500527,0.00118428682515395,0.47709183901064
0.147,0.116426442636804,0.00201082339374416,0.110822070714865,0.756534330716455,-0.00081934088850076,0.477903271736479,0.872960773353259,0.0011914825052434,0.588725342451344
0.148,0.116867064981269,0.00202318298270196,0.111412458087034,0.766903449101389,-0.000824524368484695,0.643933521879287,0.883770514082657,0.00119865861421726,0.755345979966321
0.149,0.117291081624369,0.00203559369491303,0.111969521313711,0.784256998883223,-0.000829526101857409,0.904382994674907,0.901548080507592,0.00120606759305562,1.01635251598862
0.15,0.117686774355604,0.00204805494646804,0.112472860441246,0.807618628745499,-0.000834530438260716,1.33286493850964,0.925305403101103,0.00121352450820733,1.44533779895088
0.151,0.11804404759207,0.00206056889158818,0.112886365998232,0.835883543325473,-0.000839684795394746,2.05921744439006,0.953927590917543,0.00122088409619343,2.17210381038829
0.152,0.118354677382657,0.0020731386138004,0.113145851612542,0.867746762895049,-0.000844863052608778,3.22951280522994,0.986101440277706,0.00122827556119162,3.34265865684248
0.153,0.118612692215469,0.00208576913585031,0.113155342311792,0.90163369649949,-0.000849981850145254,4.45864429096005,1.02024638871496,0.00123578728570506,4.57179963327184
0.154,0.118814526592825,0.00209846348934656,0.112900884353261,0.93568630233913,-0.000855128453918052,3.45433351014999,1.05450082893195,0.00124333503542851,3.56723439450325
0.155,0.118958320858379,0.00211120560059388,0.112862106552221,0.96781329926538,-0.000860353217751261,2.17828860162391,1.08677162012376,0.00125085238284262,2.29115070817613
0.156,0.119046667354957,0.00212398210852994,0.11309817905484,0.995842299439992,-0.000865598679262032,1.96996792481393,1.11488896679495,0.0012583834292679,2.08306610386877
0.157,0.119086901600555,0.00213679955857738,0.113379469126166,1.01776203462885,-0.000870825751457039,1.79703538586171,1.13684893622941,0.00126597380712034,1.91041485498787
0.158,0.119089375146291,0.00214966373170789,0.113698929733125,1.0320254216947,-0.000876065217974647,1.97689544208779,1.151114796841,0.00127359851373324,2.09059437182092
0.159,0.11906722497652,0.00216257764288685,0.113980050680346,1.03782385946497,-0.000881344269661595,2.24596727398657,1.15689108444149,0.00128123337322525,2.35994732466692
0.16,0.119034940558,0.0021755440603469,0.114203279062944,1.03524521331743,-0.00088664556219643,2.69347577283358,1.15428015387543,0.00128889849815047,2.80767905189652
0.161,0.119006981175073,0.00218856512943965,0.11432930677685,1.02524880816963,-0.000891955131630623,3.09094698005461,1.1442557893447,0.00129660999780903,3.20527628683146
0.162,0.118996123728474,0.00220164172850462,0.114368592557368,1.00946415224061,-0.000897286712588313,3.18469098546972,1.12846027596909,0.00130435501591631,3.29905957802709
0.163,0.11901223962933,0.00221477150017729,0.114387320099947,0.98988256230908,-0.000902649643218654,2.86635524553347,1.10889480193841,0.00131212185695864,2.98074256563342
0.164,0.119061729514814,0.00222794975919426,0.114475989555394,0.968540404619626,-0.000908035052244087,2.54194167998772,1.08760213413444,0.00131991470695017,2.65641766954312
