ref11,ref12,ref13,ref14,ref15,ref16,ref17,ref18
0,12.5,112.5,100,75,0,0,0
0.045003750312526,-22.9880036622684,112.506973043954,100.064380296851,75.0600878062481,0.0147200081176614,0.00815286505530139,0.00460149833796908
0.0900075006250521,-19.9240435903749,112.506972115338,100.064377865206,75.0600907605673,0.0147183518202476,0.00815188864147491,0.00460091442697446
0.135011250937578,-10.9558666282136,112.506976080902,100.064390537099,75.0600849911575,0.0147256963811689,0.00815615595828641,0.00460343375654669
0.180015001250104,0.477382892495401,112.506982846872,100.064412546657,75.0600763169675,0.0147382740098888,0.00816345348706065,0.0046077366041042
0.22501875156263,11.0784974644464,112.506999910715,100.064469630183,75.0600591479956,0.0147701812035424,0.00818192491928531,0.00461860612700199
0.270022501875156,18.6561424640152,112.506994372812,100.064450128206,75.0600617921805,0.0147597098170872,0.0081758884034731,0.00461506748901564
0.315026252187682,22.3095196138431,112.506991414028,100.064439623698,75.0600629486829,0.0147541049713329,0.00817265955060518,0.00461317589986497
0.360030002500208,22.175125865367,112.506991025345,100.06443853162,75.0600639650115,0.0147534030235741,0.00817224773793168,0.00461293067199376
0.405033752812734,19.1492299419124,112.506986463968,100.064424200879,75.0600713401138,0.0147449844064218,0.00816734985748779,0.00461003561805908
0.45003750312526,14.5743380586055,112.506971547135,100.064375854375,75.0600910000912,0.0147172760480821,0.00815126878285712,0.00460055122247117
0.495041253437786,9.88506540784497,112.506963388708,100.064348960439,75.0601003916445,0.0147020673994242,0.00814245411449868,0.00459535879713251
0.540045003750313,6.2641898687284,112.506961858148,100.064343720437,75.0601015683052,0.0146991909117168,0.00814079207176336,0.00459438246263065
0.585048754062839,4.38716266857369,112.506959143751,100.064333942073,75.0601021962209,0.0146940315707324,0.00813782364150025,0.00459264545655196
0.630052504375365,4.34375072814348,112.506959783912,100.064335321042,75.0600992611024,0.0146951375583964,0.00813848387363474,0.00459304458581452
0.675056254687891,5.74399153742766,112.506963186991,100.064345909822,75.0600934513674,0.014701406215349,0.00814213362886391,0.0045952033245711
0.720060005000417,7.92975443515667,112.506964605216,100.064350468719,75.0600914689619,0.0147040360997622,0.00814366092625685,0.00459610463056991
0.765063755312943,10.2023764419477,112.506966614784,100.0643571406,75.0600892970642,0.0147077878507878,0.00814583414719561,0.00459738414949148
0.810067505625469,12.002082889364,112.506970486547,100.064370184043,75.0600856803728,0.0147150387811237,0.00815002932907039,0.00459985149654118
0.855071255937995,13.007381777892,112.506965850081,100.064353602097,75.0600871185131,0.0147062407317414,0.00814496420949685,0.00459688590358906
0.900075006250521,13.154523542231,112.506965706131,100.064352026535,75.0600839744277,0.014705840812029,0.00814476136554021,0.00459678178707639
0.945078756563047,12.5955931842046,112.506966404248,100.064354136322,75.0600825947546,0.0147071193079014,0.00814550739865712,0.00459722392655188
0.990082506875573,11.6186657194774,112.506965640929,100.064351667646,75.0600836165278,0.014705702046216,0.00814468472681545,0.00459673865341838
1.0350862571881,10.5535227182801,112.506963653495,100.064345111934,75.060085891303,0.0147019966126977,0.00814253723869533,0.00459547370222628
1.08009000750063,9.68534683214117,112.506961623947,100.06433826233,75.060087747452,0.0146981940728066,0.00814033756052204,0.00459418018050878
1.12509375781315,9.19498114818541,112.506960715679,100.064335049142,75.0600881325117,0.0146964746006455,0.00813934677212842,0.00459359961433523
1.17009750812568,9.13600866581049,112.506960740173,100.064334988833,75.0600876789443,0.0146965033108768,0.00813936714084023,0.00459361359329031
1.2151012584382,9.44766815856999,112.50696099918,100.064335783819,75.0600872032092,0.0146969790589782,0.00813964443417038,0.00459377776497639
1.26010500875073,9.99301298254098,112.506961291137,100.064336722403,75.0600867949177,0.0146975204270755,0.00813995883677661,0.00459396330630097
1.30510875906326,10.6072625911754,112.506961727115,100.064338154887,75.0600862782432,0.0146983325537968,0.00814042966519282,0.00459424072663221
1.35011250937578,11.1422484146779,112.506962409269,100.064340439775,75.0600856008469,0.0146996084603849,0.00814116822153149,0.0045946752877585
1.39511625968831,11.4973209578561,112.506963108025,100.064342850395,75.0600851178194,0.0147009238026617,0.00814192776708447,0.00459512122130669
1.44012001000083,11.6327131700492,112.506963331953,100.064343717274,75.0600852466189,0.0147013565995087,0.00814217523035601,0.00459526519934623
1.48512376031336,11.5663098212828,112.506963333663,100.064343743148,75.0600853054741,0.014701362204865,0.00814217794731388,0.00459526651735886
1.53012751062589,11.3581433801027,112.506963942548,100.064345679445,75.0600843912222,0.0147024887767104,0.00814283275629647,0.00459565323524345
1.57513126093841,11.0885894073724,112.506964861979,100.064348677643,75.0600832344135,0.0147041988291042,0.00814382473477584,0.00459623803422183
1.62013501125094,10.8363634495767,112.50696543368,100.06435058053,75.0600826315042,0.0147052667726206,0.00814444321219839,0.00459660210141497
1.66513876156346,10.6612924517948,112.506965602915,100.064351159909,75.0600825016101,0.0147055848446441,0.00814462699155451,0.00459671005710767
1.71014251187599,10.5948153262241,112.506965611182,100.064351186805,75.060082491009,0.0147056002116871,0.00814463590763768,0.00459671531437832
1.75514626218852,10.6388065922707,112.506965669385,100.064351358273,75.0600823621404,0.0147057062361584,0.00814469790232628,0.00459675212269734
1.80015001250104,10.7712473594147,112.506965867939,100.06435198603,75.060082052,0.014706073096393,0.00814491124898281,0.00459687818090944
1.84515376281357,10.9559795941874,112.506966188729,100.064353024039,75.0600816226965,0.0147066686689876,0.0081452569676731,0.00459708211642902
1.89015751312609,11.1534471550616,112.506966554117,100.064354223591,75.0600811855581,0.014707349101872,0.00814565149066326,0.00459731459949618
1.93516126343862,11.3298110376093,112.506966880564,100.064355308963,75.0600808359316,0.0147079586444992,0.00814600455320413,0.00459752246112932
1.98016501375115,11.4628021952439,112.506967112905,100.064356092768,75.0600806208834,0.0147083938061254,0.00814625631645796,0.0045976705280143
2.02516876406367,11.5437844775017,112.50696723524,100.064356515111,75.0600805363169,0.0147086240615386,0.00814638928371514,0.00459774859708719
2.0701725143762,11.5764556386805,112.506967269133,100.064356640466,75.0600805375745,0.014708688824538,0.00814642647165423,0.0045977703186521
2.11517626468872,11.5732458916696,112.506967263634,100.064356627596,75.0600805594025,0.01470867918082,0.00814642074881745,0.00459776687661317
2.16018001500125,11.5507261418884,112.506967269216,100.064356645794,75.0600805524302,0.0147086895664684,0.00814642677252785,0.00459777042729939
2.20518376531378,11.5252474415008,112.506967300391,100.064356750029,75.0600805213474,0.0147087478854817,0.00814646052853996,0.00459779028810591
2.2501875156263,11.5096959150143,112.506967325688,100.06435684166,75.0600805177063,0.0147087960759558,0.00814648823138533,0.00459780648608375
2.29519126593883,11.5117912435353,112.506967306994,100.064356793677,75.0600805811643,0.0147087629232367,0.00814646864361094,0.00459779474945585
2.34019501625135,11.5339102554867,112.506967240602,100.064356588603,75.0600807000452,0.0147086408779509,0.00814639753008914,0.00459775265799795
2.38519876656388,11.5740807357435,112.506967153902,100.064356312788,75.0600808308316,0.0147084805154925,0.00814630430941624,0.0045976975975049
2.43020251687641,11.6276173396876,112.506967077698,100.064356067057,75.0600809357516,0.0147083391651544,0.00814622222977885,0.00459764916458771
2.47520626718893,11.6888632657384,112.506967028904,100.064355908427,75.0600809990511,0.0147082485041778,0.00814616961871076,0.00459761813836198
2.52021001750146,11.7526195045783,112.506967009725,100.064355845746,75.0600810229562,0.0147082128284122,0.00814614892439274,0.00459760593886409
2.56521376781398,11.8150285046031,112.506967013894,100.064355859439,75.0600810179573,0.0147082205913041,0.00814615342568197,0.0045976085915124
2.61021751812651,11.8738704441196,112.506967032657,100.064355921116,75.0600809956183,0.0147082555330015,0.0081461736852006,0.00459762052992057
2.65522126843904,11.9283812697532,112.506967058162,100.064356004993,75.0600809653482,0.0147083030331925,0.00814620122551366,0.00459763675832103
2.70022501875156,11.9787867750575,112.50696708449,100.064356091536,75.0600809339825,0.0147083520593809,0.00814622965170493,0.00459765350932563
2.74522876906409,12.0257625527642,112.50696710729,100.064356166426,75.0600809066415,0.0147083945100259,0.00814625426685345,0.00459766801538764
2.79023251937661,12.0699892404362,112.50696712306,100.064356218194,75.0600808876342,0.0147084238691405,0.00814627129165546,0.00459767804878496
2.83523626968914,12.1118997146072,112.506967128848,100.064356237187,75.0600808806479,0.0147084346425964,0.00814627753907045,0.00459768173068404
2.88024002000167,12.1516356037249,112.506967122712,100.064356217047,75.0600808880354,0.0147084232208988,0.00814627091591944,0.00459767782743744
