ref21,ref22,ref23,ref24,ref25,ref26,ref27,ref28
0,-4,296,100,75,0,0,0
0.045003750312526,-4.01432674918105,295.999999998834,99.9999999993806,75.0000000139398,-1.59597051758481e-09,-1.05201508496827e-09,-6.87169127333775e-10
0.0900075006250521,-3.3589150907873,295.999998801238,99.9999964023268,75.0000024594855,-2.19132937281885e-06,-1.27959430276655e-06,-7.58831859464198e-07
0.135011250937578,-1.5611997006058,295.999990464849,99.9999700999597,75.000015612242,-1.75899922255941e-05,-1.02355694256304e-05,-6.05105553752969e-06
0.180015001250104,0.76533490636611,295.999988983308,99.9999653064507,75.0000175852637,-2.03413232352554e-05,-1.18325036310697e-05,-6.99298309445147e-06
0.22501875156263,2.77828919582622,295.999988408659,99.999963339519,75.000018021872,-2.14217091792492e-05,-1.24566649232407e-05,-7.35958715020976e-06
0.270022501875156,3.73613509597885,295.999986276738,99.9999553038522,75.0000173743923,-2.55214789837298e-05,-1.48052092290671e-05,-8.72837095693514e-06
0.315026252187682,3.19544621259942,295.999987095698,99.9999573963115,75.0000145669708,-2.40701362720456e-05,-1.39474649402403e-05,-8.21430118994924e-06
0.360030002500208,1.09998133950679,295.999987405873,99.9999583530991,75.000014008391,-2.3500053695612e-05,-1.36152656693307e-05,-8.01766339778577e-06
0.405033752812734,-2.19586240859202,295.999987424747,99.9999584132854,75.0000139804367,-2.34651220313561e-05,-1.35949645689408e-05,-8.00567532167786e-06
0.45003750312526,-6.01781745035637,295.999987421347,99.9999584021364,75.0000139845319,-2.34714520258588e-05,-1.3598634963943e-05,-8.00783829937424e-06
0.495041253437786,-9.55002363373998,295.999987414701,99.9999583800888,75.000013991772,-2.34838578396495e-05,-1.3605821601962e-05,-8.01206981800986e-06
0.540045003750313,-12.0473169565834,295.999987418135,99.9999583919316,75.0000139894017,-2.34773928852611e-05,-1.36020885512445e-05,-8.00987819869705e-06
0.585048754062839,-13.0230315517593,295.999987420595,99.9999584012082,75.0000139901159,-2.3472665307889e-05,-1.35993797764553e-05,-8.00829914629376e-06
0.630052504375365,-12.3459854627431,295.999987422001,99.999958405461,75.0000139873233,-2.34700899384802e-05,-1.35978767670765e-05,-8.00740826613741e-06
