data1,data2,data3,data4,data5,data6,data7,data8
0,0,100,100,75,0,0,0
0.0100016669444907,5.06002340489525,100.000079869723,100.000307472587,74.999336998685,0.000141769129216892,8.37333755415489e-05,5.01565007914864e-05
0.0200033338889815,-26.4622651337651,100.000731542142,100.007732500814,75.00666729976,0.00154364058362785,0.000855088593335185,0.000482682866068799
0.0300050008334722,-26.4515518008686,100.000735152896,100.007740718991,75.0066434563354,0.00154917518195288,0.000858559533317619,0.000484867262874364
0.040006667777963,-26.4678464984072,100.000736423567,100.007738833469,75.0066495463444,0.00155275933746733,0.000860369490070471,0.000485791447974686
0.0500083347224537,-26.6225098278173,100.000729695402,100.007730524656,75.0066986190396,0.00154184973247638,0.000853687302645254,0.000481664432149085
0.0600100016669445,-26.4527753620408,100.000722477574,100.007711977608,75.0067226271028,0.00152901708632465,0.000846112776103839,0.000477129796553437
0.0700116686114352,-25.9883532628472,100.000719333117,100.007702998841,75.0067304206471,0.00152332137975953,0.000842775111242628,0.000475144287012242
0.080013335555926,-25.2540267582354,100.000721937992,100.007710843735,75.0067251879703,0.0015280883677076,0.000845557535788891,0.000476793709348682
0.0900150025004167,-24.2729350884458,100.000733306008,100.007745777255,75.0067044491121,0.00154897553605814,0.000857730396559253,0.000483999929601342
0.100016669444907,-23.0700902616119,100.000758590915,100.007824662581,75.0066618885409,0.0015955749837394,0.00088485648097788,0.000500041590993099
0.110018336389398,-21.6719936667606,100.000803726578,100.007967055421,75.0065906579336,0.00167894763981789,0.000933346680374132,0.000528695224310503
0.120020003333889,-20.106329797402,100.000871714702,100.008183411193,75.0064889885635,0.00180475628125058,0.00100646828019187,0.000571877637527518
0.13002167027838,-18.4016401615298,100.000957353694,100.008457879403,75.0063667729556,0.00196345973581369,0.00109865718852623,0.000626293049407673
0.14002333722287,-16.5869481604451,100.001044585311,100.008739149179,75.0062473919575,0.00212531776674425,0.00119263359404408,0.000681739724603407
0.150025004167361,-14.6913410050658,100.001112140479,100.008958135857,75.0061584321801,0.00225080506106513,0.00126546209439057,0.000724692731064668
0.160026671111852,-12.7435234280741,100.001146683078,100.009070643536,75.0061145503272,0.00231503353912742,0.00130272401077503,0.000746661706049825
0.170028338056343,-10.7713663030334,100.001152988052,100.009091261403,75.0061067871138,0.00232676678332676,0.00130952885223427,0.000750672577075931
0.180030005000833,-8.80147793833088,100.001152797688,100.009090642583,75.0061070325465,0.0023264129637334,0.00130932355372146,0.0007505515200133
0.190031671945324,-6.85882425445869,100.001177055528,100.009170756381,75.006079526269,0.00237164925504404,0.0013355382693309,0.000765991895651698
0.200033338889815,-4.96641704929986,100.00126257032,100.009454307739,75.0059859446318,0.00253125231363312,0.00142799975470806,0.000820435720673898
0.210035005834306,-3.14508032618442,100.001458191275,100.01010567918,75.0057800365733,0.00289667885994753,0.00163962811689,0.000945010449423667
0.220036672778796,-1.41329627570595,100.001831251781,100.011353361671,75.0054037635091,0.00359421871562418,0.00204344950990585,0.00118264345623869
0.230038339723287,0.21287250192431,100.002432315307,100.013373041169,75.0048258383293,0.00471919601943455,0.00269447776007918,0.00156561705165664
0.240040006667778,1.71978869292904,100.003127800762,100.015721857449,75.0041926822677,0.00602230815763813,0.00344828421514456,0.00200888652221977
0.250041673612269,3.09618775578518,100.00340544259,100.016664161833,75.003953848332,0.00654307075951847,0.00374940687289207,0.00218589477139644
0.260043340556759,4.33312527760649,100.00299687674,100.015265496456,75.0042692638687,0.00577530767888116,0.00330577300212014,0.00192528103849971
0.27004500750125,5.42394543317673,100.002548889266,100.013719920676,75.0045792175806,0.00493203909067813,0.00281882116302922,0.00163938580926964
0.280046674445741,6.36416568759667,100.002355253131,100.013044531061,75.0046911581552,0.00456667312184065,0.00260802848795432,0.0015157285608024
0.290048341390232,7.15133202686394,100.002268113599,100.012735775891,75.004727061162,0.00440167728251106,0.00251296145388906,0.00146002608546079
0.300050008334722,7.78490699827061,100.002225209093,100.012580144636,75.0047338928773,0.00432000809802864,0.00246599875801533,0.00143255916635359
