data1,data2,data3,data4,data5,data6,data7
0,-0.168375710933698,-0.105309182755762,-0.0358351146223336,0.0358351146223336,0.105309182755762,0.168375710933698
0.0100016669444907,-0.168375710933698,-0.105309182754663,-0.035835114619794,0.0358351146256168,0.105309182758227,0.168375710933698
0.0200033338889815,-0.168375710933698,-0.105309182766632,-0.0358351146341034,0.0358351146167746,0.105309182756332,0.168375710933698
0.0300050008334722,-0.168375710933698,-0.105309182847361,-0.0358351147630715,0.0358351144916843,0.105309182682863,0.168375710933698
0.040006667777963,-0.168375710933698,-0.10530918289254,-0.0358351148297883,0.0358351144326876,0.105309182651954,0.168375710933698
0.0500083347224537,-0.168375710933698,-0.105309182847333,-0.0358351147625772,0.0358351144926357,0.105309182683731,0.168375710933698
0.0600100016669445,-0.168375710933698,-0.105309182826054,-0.0358351147319632,0.0358351145187915,0.105309182696777,0.168375710933698
0.0700116686114352,-0.168375710933698,-0.10530918281212,-0.0358351147127017,0.0358351145343377,0.105309182703855,0.168375710933698
0.080013335555926,-0.168375710933698,-0.105309182802528,-0.0358351147006672,0.0358351145425676,0.105309182706436,0.168375710933698
0.0900150025004167,-0.168375710933698,-0.105309182799145,-0.0358351146992746,0.0358351145397226,0.10530918270202,0.168375710933698
0.100016669444907,-0.168375710933698,-0.105309182807433,-0.0358351147175863,0.0358351145166586,0.105309182685005,0.168375710933698
0.110018336389398,-0.168375710933698,-0.105309182836455,-0.0358351147703422,0.0358351144588071,0.105309182646657,0.168375710933698
0.120020003333889,-0.168375710933698,-0.105309182897461,-0.0358351148756034,0.03583511434856,0.105309182576578,0.168375710933698
0.13002167027838,-0.168375710933698,-0.105309182998555,-0.035835115046061,0.0358351141738785,0.105309182467873,0.168375710933698
0.14002333722287,-0.168375710933698,-0.105309183135069,-0.0358351152734861,0.0358351139435492,0.105309182326232,0.168375710933698
0.150025004167361,-0.168375710933698,-0.105309183281388,-0.0358351155156647,0.0358351136998708,0.105309182177381,0.168375710933698
0.160026671111852,-0.168375710933698,-0.105309183394251,-0.035835115701885,0.0358351135130917,0.105309182063665,0.168375710933698
0.170028338056343,-0.168375710933698,-0.105309183429085,-0.0358351157593954,0.0358351134553834,0.105309182028519,0.168375710933698
0.180030005000833,-0.168375710933698,-0.105309183355553,-0.0358351156384516,0.0358351135763199,0.105309182101922,0.168375710933698
0.190031671945324,-0.168375710933698,-0.105309183157416,-0.0358351153120779,0.0358351139031393,0.105309182300571,0.168375710933698
0.200033338889815,-0.168375710933698,-0.105309182816944,-0.035835114751015,0.035835114465187,0.105309182642329,0.168375710933698
0.210035005834306,-0.168375710933698,-0.105309182299452,-0.0358351138991312,0.0358351153176468,0.105309183160085,0.168375710933698
0.220036672778796,-0.168375710933698,-0.105309181571917,-0.0358351127042355,0.0358351165105335,0.105309183882812,0.168375710933698
0.230038339723287,-0.168375710933698,-0.105309180716303,-0.0358351113021944,0.0358351179069276,0.105309184726738,0.168375710933698
0.240040006667778,-0.168375710933698,-0.105309180118137,-0.035835110321891,0.0358351188833849,0.105309185316925,0.168375710933698
0.250041673612269,-0.168375710933698,-0.105309180247923,-0.0358351105283575,0.0358351186840372,0.105309185200436,0.168375710933698
0.260043340556759,-0.168375710933698,-0.105309180806623,-0.0358351114355458,0.0358351177889565,0.105309184664858,0.168375710933698
0.27004500750125,-0.168375710933698,-0.105309181174002,-0.0358351120343361,0.0358351171958349,0.105309184308467,0.168375710933698
0.280046674445741,-0.168375710933698,-0.10530918133339,-0.0358351122957787,0.035835116935162,0.105309184150741,0.168375710933698
0.290048341390232,-0.168375710933698,-0.105309181412366,-0.0358351124267762,0.0358351168030623,0.105309184069862,0.168375710933698
0.300050008334722,-0.168375710933698,-0.105309181453073,-0.0358351124953413,0.0358351167328606,0.105309184026212,0.168375710933698
0.310051675279213,-0.168375710933698,-0.10530918147279,-0.035835112529254,0.0358351166974323,0.105309184003743,0.168375710933698
0.320053342223704,-0.168375710933698,-0.105309181479862,-0.0358351125420433,0.0358351166834538,0.105309183994499,0.168375710933698
0.330055009168195,-0.168375710933698,-0.10530918147717,-0.0358351125384562,0.0358351166861685,0.105309183995587,0.168375710933698
0.340056676112685,-0.168375710933698,-0.105309181465274,-0.0358351125194799,0.035835116704521,0.105309184006323,0.168375710933698
0.350058343057176,-0.168375710933698,-0.105309181443512,-0.035835112484096,0.0358351167394582,0.105309184027236,0.168375710933698
