data1,data2,data3,data4,data5
0,-0.399717791891229,-0.554494336381414,-0.312514810002375,-0.173310166528041
0.0100016669444907,-0.326317941043519,-0.50327664548944,-0.312514810002375,-0.173310166528041
0.0200033338889815,-0.253640098631521,-0.421590311121852,-0.226680341151646,-0.139552161275365
0.0300050008334722,0.0892416423262136,-0.189232608414162,-0.0361262149387463,0.0741540846818766
0.040006667777963,0.105569488406792,-0.172865580510826,-0.0196045777658076,0.074391624310902
0.0500083347224537,0.109153754181589,-0.169281377011532,-0.0160204448770979,0.0779809703938689
0.0600100016669445,0.110497218698078,-0.167938063741316,-0.0146789252153044,0.0793212814905752
0.0700116686114352,0.111882636225212,-0.166549463430952,-0.013288667636741,0.0807116047912327
0.080013335555926,0.113629201985562,-0.164795228592348,-0.0115285438630678,0.082475765456974
0.0900150025004167,0.115748963248386,-0.162661929456341,-0.00938372820401791,0.0846299914913458
0.100016669444907,0.118259764062512,-0.160130308250447,-0.00683349975298284,0.0871965023047654
0.110018336389398,0.121187716416079,-0.157172763800049,-0.00384871438752286,0.0902060352554411
0.120020003333889,0.124564467663525,-0.153756077471418,-0.000394518183020892,0.0936951397880708
0.13002167027838,0.128425234007295,-0.149843398871895,0.00356765186284859,0.097704166393613
0.14002333722287,0.132806517748495,-0.145396579369592,0.0080776869752139,0.102274842023133
0.150025004167361,0.137743437823288,-0.140378926780421,0.0131739693608515,0.107447353179009
0.160026671111852,0.14326665147558,-0.134758404687568,0.0188900531055097,0.113256908607748
0.170028338056343,0.149398947676607,-0.128511193016909,0.0252509485834005,0.119729868133121
0.180030005000833,0.156151725344225,-0.121625387625899,0.0322692410992979,0.126879676045019
0.190031671945324,0.163521700655946,-0.114104477470896,0.0399414218377552,0.134702993184416
0.200033338889815,0.171488283170574,-0.105970134690036,0.0482449206417402,0.143176541938928
0.210035005834306,0.18001207905851,-0.0972638292067368,0.0571363596322984,0.152255214217692
0.220036672778796,0.189034888363643,-0.0880468710609325,0.0665514555617341,0.161871902559846
0.230038339723287,0.198481354881941,-0.0783986993932916,0.0764067763116958,0.171939285940948
0.240040006667778,0.208262133660093,-0.0684135448331922,0.0866032351872535,0.182353466510094
0.250041673612269,0.218278130183415,-0.0581959212045666,0.0970308591060496,0.192998987449121
0.260043340556759,0.228425120589711,-0.0478556645833296,0.107574086631182,0.203754463363637
0.27004500750125,0.238597952086046,-0.0375033593731931,0.11811671772071,0.21449790713997
0.280046674445741,0.248693574266981,-0.0272469418233814,0.128545683022314,0.225110878836327
0.290048341390232,0.258612343313994,-0.0171900730624421,0.138753005210417,0.235480792364694
0.300050008334722,0.268257315110416,-0.0074325862222618,0.148635625521422,0.24550102919033
0.310051675279213,0.277531535385607,0.00192699485333696,0.158093090932291,0.255068845937956
0.320053342223704,0.286333599070909,0.0107871435704097,0.167023385442527,0.26408136363754
