data1,data2,data3
0,0.0709910754624057,-0.352344222848263
0.0700035001750088,0.0709910025276053,-0.352344286183455
0.140007000350018,0.0709909590685737,-0.352344331591058
0.210010500525026,0.0709909644672399,-0.352344326000339
0.280014000700035,0.0709909801865637,-0.352344309847333
0.350017500875044,0.0709909967943319,-0.352344293172065
0.420021001050053,0.0709910148552073,-0.352344275593506
0.490024501225061,0.0709910322830603,-0.352344258813744
0.56002800140007,0.0709910360158361,-0.35234425521025
0.630031501575079,0.0709910205714195,-0.352344270534972
0.700035001750087,0.0709910040533449,-0.35234428713937
0.770038501925096,0.0709910007268756,-0.352344290504728
0.840042002100105,0.0709910090594794,-0.352344282056316
0.910045502275114,0.0709910228707461,-0.352344268107639
0.980049002450122,0.0709910378846683,-0.352344253061191
1.05005250262513,0.0709910518100348,-0.352344239222701
1.12005600280014,0.0709910625413549,-0.352344228611039
1.19005950297515,0.0709910677325196,-0.352344223478873
1.26006300315016,0.0709910667215257,-0.352344224484254
1.33006650332517,0.0709910620640707,-0.352344229128469
1.40007000350017,0.0709910577867246,-0.352344233409006
1.47007350367518,0.0709910564928912,-0.352344234706531
1.54007700385019,0.0709910585363815,-0.352344232654958
1.6100805040252,0.0709910629455972,-0.352344228230802
1.68008400420021,0.0709910684587768,-0.35234422270656
1.75008750437522,0.0709910740147224,-0.352344217149238
1.82009100455023,0.0709910788321827,-0.352344212338432
1.89009450472524,0.0709910823603285,-0.352344208819035
1.96009800490024,0.0709910842749933,-0.352344206909853
2.03010150507525,0.0709910845509459,-0.352344206634676
2.10010500525026,0.0709910835271962,-0.352344207656839
2.17010850542527,0.070991081852715,-0.352344209330452
2.24011200560028,0.0709910802845445,-0.352344210899384
2.31011550577529,0.0709910794353187,-0.352344211749634
2.3801190059503,0.0709910796044859,-0.352344211580197
2.45012250612531,0.070991080751775,-0.352344210431338
2.52012600630031,0.0709910825769234,-0.352344208604699
2.59012950647532,0.0709910846376469,-0.352344206543834
2.66013300665033,0.070991086464555,-0.352344204718105
2.73013650682534,0.0709910876675511,-0.352344203516454
2.80014000700035,0.070991088034216,-0.352344203150251
2.87014350717536,0.0709910875960708,-0.352344203587984
2.94014700735037,0.0709910866203208,-0.352344204563254
3.01015050752538,0.0709910855104029,-0.352344205673219
3.08015400770039,0.0709910846561348,-0.352344206527904
3.15015750787539,0.0709910843070371,-0.352344206877259
3.2201610080504,0.0709910845194037,-0.352344206664738
3.29016450822541,0.0709910851778598,-0.352344206005938
3.36016800840042,0.0709910860603214,-0.352344205123313
3.43017150857543,0.0709910869142171,-0.352344204269558
3.50017500875044,0.0709910875250628,-0.352344203658974
3.57017850892545,0.0709910877677664,-0.352344203416402
3.64018200910045,0.0709910876322976,-0.352344203551809
3.71018550927546,0.0709910872162819,-0.3523442039677
3.78018900945047,0.0709910866853099,-0.352344204498639
3.85019250962548,0.070991086215042,-0.352344204968979
3.92019600980049,0.0709910859373018,-0.352344205246802
3.9901995099755,0.0709910859084455,-0.352344205275669
4.06020301015051,0.070991086106007,-0.352344205078053
4.13020651032552,0.0709910864480718,-0.352344204735937
4.20021001050053,0.0709910868246639,-0.352344204359348
4.27021351067553,0.0709910871309029,-0.352344204053153
4.34021701085054,0.070991087294196,-0.352344203889895
4.41022051102555,0.0709910872900373,-0.352344203894053
4.48022401120056,0.070991087143351,-0.352344204040715
4.55022751137557,0.0709910869157838,-0.352344204268266
4.62023101155058,0.0709910866835998,-0.352344204500457
4.69023451172559,0.0709910865138662,-0.352344204670209
4.7602380119006,0.0709910864465767,-0.352344204737509
4.8302415120756,0.0709910864872914,-0.352344204696789
4.90024501225061,0.0709910866106581,-0.352344204573411
4.97024851242562,0.0709910867718733,-0.352344204412191
5.04025201260063,0.0709910884355418,-0.352344199626973
5.11025551277564,0.0709910968934972,-0.352344191332363
5.18025901295065,0.0709910927569642,-0.352344195239523
5.25026251312566,0.0709910318724239,-0.352344254182429
5.32026601330066,0.0709909231763892,-0.352344363193996
5.39026951347567,0.0709908537374404,-0.352344434932838
5.46027301365068,0.0709908312147388,-0.352344458537177
5.53027651382569,0.0709908263709917,-0.35234446359816
5.6002800140007,0.0709908258728373,-0.352344464112478
5.67028351417571,0.0709908260769909,-0.352344463907013
5.74028701435072,0.0709908258567496,-0.352344464124279
5.81029051452573,0.070990824495327,-0.352344465467037
5.88029401470073,0.0709908218598588,-0.352344468087353
5.95029751487574,0.0709908189539712,-0.352344471011888
6.02030101505075,0.0709908169119987,-0.352344473088151
6.09030451522576,0.0709908158889965,-0.352344474132828
6.16030801540077,0.070990815469947,-0.352344474559962
6.23031151557578,0.0709908152934906,-0.352344474738964
6.30031501575079,0.0709908151709195,-0.352344474862744
6.3703185159258,0.0709908150266266,-0.352344475008065
6.44032201610081,0.0709908148502962,-0.352344475185523
6.51032551627581,0.0709908146672207,-0.352344475369959
6.58032901645082,0.0709908145108598,-0.352344475527794
6.65033251662583,0.0709908143998026,-0.352344475640083
6.72033601680084,0.0709908143315723,-0.352344475709088
6.79033951697585,0.070990814292222,-0.352344475748844
6.86034301715086,0.0709908142675583,-0.352344475773738
6.93034651732587,0.0709908142482161,-0.352344475793266
7.00035001750087,0.0709908142301884,-0.352344475811498
