var1,var2,var3,var4,var5,var6,var7
0,0,0,0,0,0,0
0.100008334027836,2.84918203968117e-07,-9.86207303897829e-13,7.29756479714691e-20,-4.30680081910576e-34,2.8491820396819e-07,-9.86207303897829e-13
0.200016668055671,9.3500611329169e-06,-4.54813411496559e-10,8.08141482608859e-16,-2.03427142861813e-26,9.35006113372504e-06,-4.54813411496559e-10
0.300025002083507,-8.21595246224269e-07,6.05110956329262e-11,3.27971390199412e-17,-6.69907011124512e-27,-8.21595246191472e-07,6.05110956329262e-11
0.400033336111343,1.30685434328787e-08,1.14619664310891e-12,-1.62776525577812e-16,1.22238494348583e-26,1.30685432701021e-08,1.14619664310892e-12
0.500041670139178,1.58729837139158e-05,-1.27920515339747e-09,5.03528970319553e-15,-5.17300952780199e-25,1.58729837189511e-05,-1.27920515339747e-09
0.600050004167014,1.30065102466907e-05,-8.24996552662506e-10,1.06805379588239e-14,-5.42678994356389e-25,1.30065102573713e-05,-8.24996552662506e-10
0.70005833819485,4.43280447354316e-06,-2.8183036717926e-10,3.64183650237998e-15,-2.07076843679599e-25,4.432804477185e-06,-2.81830367179261e-10
0.800066672222685,1.73075648315957e-05,-1.21812521288372e-09,1.84925801538076e-14,-1.60606843384435e-24,1.73075648500882e-05,-1.21812521288372e-09
0.900075006250521,1.33933758549074e-05,-1.12993892578954e-09,2.25454018676799e-14,-3.59785827738509e-24,1.33933758774528e-05,-1.12993892578955e-09
1.00008334027836,3.90768485605247e-06,-3.37299591527948e-10,6.16078752600269e-15,-1.14892395618413e-24,3.90768486221325e-06,-3.37299591527949e-10
1.10009167430619,2.03626035657483e-05,-1.79899055866686e-09,3.64827765407416e-14,-7.31457537696415e-24,2.03626036022311e-05,-1.79899055866687e-09
1.20010000833403,2.60645358146271e-05,-2.3818749037554e-09,6.79104661916524e-14,-1.44589046718954e-23,2.60645358825376e-05,-2.38187490375541e-09
