var1,var2,var3,var4,var5,var6,var7
0,0,0,0,0,0,0
0.100050025012506,2.59620772616025e-10,-1.72302718023646e-13,6.02879734313292e-26,-1.45508350415873e-35,2.59620772616025e-10,-1.72302718023646e-13
0.200100050025012,9.21026961499141e-09,-8.8911785826048e-11,7.48017388136334e-22,-8.43379128911278e-28,9.21026961499215e-09,-8.8911785826048e-11
0.300150075037519,7.14900175320869e-10,-1.21849426530035e-11,3.95640262509655e-22,-3.6639174464769e-27,7.14900175321265e-10,-1.21849426530035e-11
0.400200100050025,1.49409494077454e-09,-2.46710988896597e-11,1.43875775058923e-22,-9.90730461536051e-28,1.49409494077468e-09,-2.46710988896597e-11
0.500250125062531,1.70986245447476e-08,-4.81895135611336e-10,6.63530097282393e-21,-2.09564877943296e-25,1.70986245447543e-08,-4.81895135611336e-10
0.600300150075038,1.50298006118354e-08,-6.28419107928742e-10,1.39632320548583e-20,-1.5249727538495e-24,1.50298006118493e-08,-6.28419107928744e-10
0.700350175087544,6.85651234759869e-09,-3.07062709606949e-10,6.81403231752014e-21,-1.08881161366979e-24,6.8565123476055e-09,-3.0706270960695e-10
0.80040020010005,2.10166722505594e-08,-1.15381012596041e-09,2.69974903625572e-20,-7.61150323311429e-24,2.10166722505864e-08,-1.15381012596041e-09
0.900450225112556,1.84427105403516e-08,-1.36280964578487e-09,3.68131920292213e-20,-2.37119509687501e-23,1.84427105403884e-08,-1.3628096457849e-09
1.00050025012506,8.03007722169334e-09,-6.30083770204851e-10,1.66386282985039e-20,-1.42769277786967e-23,8.03007722170998e-09,-6.30083770204866e-10
1.10055027513757,2.50240621224367e-08,-2.19765976276941e-09,5.7645150169926e-20,-6.7913397161104e-23,2.50240621224944e-08,-2.19765976276948e-09
1.20060030015008,3.13747392724558e-08,-3.57155379792102e-09,1.02143950244707e-19,-2.2772777782417e-22,3.1374739272558e-08,-3.57155379792125e-09
1.30065032516258,1.39314476392094e-08,-1.74408240833572e-09,5.44791757060971e-20,-1.71789595468283e-22,1.39314476392639e-08,-1.74408240833589e-09
1.40070035017509,2.05242545750369e-08,-2.67881441130587e-09,7.7423519943015e-20,-2.90621138351295e-22,2.05242545751144e-08,-2.67881441130616e-09
1.50075037518759,3.10377322705008e-08,-4.5630770507513e-09,1.43790508935107e-19,-7.46315242860581e-22,3.10377322706446e-08,-4.56307705075205e-09
1.6008004002001,2.31913269691056e-08,-3.74110331604208e-09,1.25432809312817e-19,-8.64465608128812e-22,2.3191326969231e-08,-3.74110331604295e-09
1.70085042521261,2.61700447895891e-08,-4.46336512626299e-09,1.4600231324786e-19,-1.21285141862246e-21,2.61700447897351e-08,-4.4633651262642e-09
1.80090045022511,3.54705388756964e-08,-6.63094523300094e-09,2.28249565674623e-19,-2.42557123054458e-21,3.54705388759247e-08,-6.63094523300337e-09
