ISEidfPITCH,ISEtrkPITCH,IAEidfPITCH,IAEtrkPITCH,IATEidfPITCH,IATEtrkPITCH,ISEidfYAW,ISEtrkYAW,IAEidfYAW,IAEtrkYAW,IATEidfYAW,IATEtrkYAW
5889.58735691662,219.002432927897,275.010879324586,22.7816720920174,376729.000886238,20501.612826106,7964.31412577802,28.8996821019305,303.215362748676,12.6571671198376,457266.963472647,14091.3090060118
