ID,R2,RMSE,MAE,AVG
Tracking pitch,0.9340280501567,3.32815465724178,1.19781098249949,-0.111289453649602
Tracking yaw,0.943331572070855,1.53185709539825,0.646716947397288,0.0645353583207809
