data1,data2,data3,data4,data5
0,0.195140499551737,-0.245209843402995,0.167832727013717,-0.155537588698958
0.0100016669444907,0.195104479640117,-0.245207844847701,0.167832727013717,-0.155537588698958
0.0200033338889815,0.194402523243392,-0.245662722689242,0.167478555429395,-0.15575380883586
0.0300050008334722,0.193017329540215,-0.242977428331204,0.168315814561511,-0.155031653792917
0.040006667777963,0.191934236804264,-0.244061024493407,0.167232132422015,-0.153261116250211
0.0500083347224537,0.193068534350189,-0.242932354953355,0.168360003047591,-0.152132913750492
0.0600100016669445,0.195741322978238,-0.240255959091367,0.171025882303754,-0.149479509641195
0.0700116686114352,0.200375948786008,-0.235568819687797,0.175742650779196,-0.1447570041276
0.080013335555926,0.207053166701427,-0.228749154283001,0.182673104384625,-0.137748594073538
0.0900150025004167,0.215499539478005,-0.22003189072956,0.191621754026598,-0.128609574466104
0.100016669444907,0.22512690459936,-0.209978949395516,0.20205559575033,-0.117841642649294
0.110018336389398,0.235110617439152,-0.199409811658569,0.213164095751588,-0.106242687211233
0.120020003333889,0.244511597777151,-0.189286552853695,0.223966625297811,-0.0948074254802247
0.13002167027838,0.2524386001293,-0.180555145531195,0.233466697849914,-0.084578376216281
0.14002333722287,0.258234285006114,-0.17395732400595,0.240841005553166,-0.076457055939401
0.150025004167361,0.261652680300405,-0.169844770709842,0.245632683273978,-0.0710043340538817
0.160026671111852,0.262989561208696,-0.168036045521588,0.247906978963416,-0.0682725446101532
0.170028338056343,0.26313815686928,-0.167747571715598,0.24833431719844,-0.0677078108550841
0.180030005000833,0.263564390762341,-0.167607592819774,0.248188117819407,-0.0681393892973126
0.190031671945324,0.266214527311245,-0.165741154166567,0.249267816888364,-0.0678478158992989
0.200033338889815,0.273374377195367,-0.159906612393078,0.253767188794775,-0.0646912865331167
0.210035005834306,0.287495747994796,-0.147668862411228,0.264103025944309,-0.0562740933900947
0.220036672778796,0.311002254458793,-0.126600538228983,0.282710549543406,-0.0401518662568174
0.230038339723287,0.346088555787446,-0.0945007330278357,0.3118117721898,-0.0140714289917113
0.240040006667778,0.39452731016035,-0.0496147022260686,0.353172211412905,0.0237667321358895
0.250041673612269,0.457476541212914,0.0091534027327691,0.40786342140181,0.0744453215806611
0.260043340556759,0.535221143135719,0.0819982604915791,0.476019582290144,0.138073603856465
0.27004500750125,0.626712043111883,0.167836544070673,0.556515946082689,0.213496305054184
0.280046674445741,0.728792508411597,0.263685344152946,0.646473317737307,0.297895596359333
0.290048341390232,0.835305786922193,0.363911649645281,0.740655227952458,0.38632757983544
0.300050008334722,0.936940840561995,0.460034766831918,0.831293969839492,0.471614684833627
0.310051675279213,1.02315554973894,0.542280445495698,0.909379350819281,0.545461628301361
0.320053342223704,1.08640852639774,0.603315573695837,0.967920886184596,0.60130325153918
0.330055009168195,1.12598376047966,0.641978173141171,1.0054581670634,0.637520634076774
0.340056676112685,1.14772003965021,0.663453316720256,1.02656120630233,0.658136063099733
0.350058343057176,1.15995145588398,0.675647271340693,1.03866767972825,0.670098552483502
0.360060010001667,1.16964154446463,0.685373328728863,1.04840030548819,0.679803553066631
0.370061676946158,1.1810584208324,0.696890989692927,1.05999232105263,0.691439700748123
0.380063343890648,1.19623520441456,0.712266076756686,1.07553672113373,0.70712140932549
0.390065010835139,1.2158097236501,0.732173124100332,1.09574310463521,0.727591572813626
0.40006667777963,1.23962034301611,0.756481573794461,1.12051165413991,0.752780577798828
0.410068344724121,1.26701977127662,0.784567035881447,1.14924110053204,0.782110379724981
0.420070011668611,1.29702385424764,0.815458450375122,1.18097390609361,0.814637391699772
0.430071678613102,1.32839523348167,0.847919696241326,1.21447574143428,0.84912964415544
0.440073345557593,1.35972245889929,0.88052597404882,1.24830938006804,0.884138282262863
0.450075012502084,1.38952669974162,0.911767273517208,1.28093541233083,0.918095909194842
0.460076679446574,1.41640674577166,0.940190516203334,1.31085196291329,0.949454343049998
0.470078346391065,1.4392119678804,0.964571986125514,1.33676649868198,0.976855928341368
0.480080013335556,1.45721156901996,0.984090966882092,1.35777287784764,0.999313362847024
0.490081680280047,1.47021338323819,0.998459561768077,1.37349048516436,1.01635669935455
0.500083347224537,1.47858743159062,1.00796275468337,1.38411915981713,1.02810145687804
0.510085014169028,1.48317452280304,1.01338422096708,1.39038168074781,1.03520685788023
0.520086681113519,1.48510055703586,1.01583203827437,1.39336193386569,1.03872700054824
0.53008834805801,1.48555194137764,1.01651520096644,1.39428464427758,1.03989563697607
0.5400900150025,1.48557696140818,1.01653597178872,1.39430076405089,1.0399067173437
0.550091681946991,1.4859589320377,1.01674828533184,1.39433221162737,1.03974684796272
0.560093348891482,1.48717378622449,1.01770051655544,1.39499975421749,1.04010852636185
0.570095015835973,1.48941614518267,1.01965070995881,1.39662660091406,1.04138146719481
0.580096682780463,1.49266420826243,1.02262596078317,1.39929131712841,1.04369810618565
0.590098349724954,1.49675454513124,1.02649623920643,1.40289994036372,1.04700319890831
0.600100016669445,1.50144692199456,1.03104102731802,1.40725402663698,1.05112279340363
0.610101683613936,1.50647036868408,1.0359982193239,1.41210226654397,1.05581838710467
0.620103350558426,1.51155083875668,1.04109439670975,1.41717341975347,1.06082254042899
