data1,data2,data3,data4,data5,data6,data7,data8
0,0,100,100,75,0,0,0
0.045003750312526,0.000706240482510243,99.9999999999996,99.9999999999989,75.0000000000015,-7.55905857338065e-13,-4.48192457404156e-13,-2.69370217806325e-13
0.0900075006250521,0.00828972436089178,99.9999999999978,99.9999999999935,75.0000000000045,-3.9520841157785e-12,-2.30973757715144e-12,-1.3707749510122e-12
0.135011250937578,0.0207443711620744,99.9999999999956,99.9999999999861,75.0000000000076,-8.16750523006137e-12,-4.75728580424523e-12,-2.81486100019109e-12
0.180015001250104,0.0342143473338339,99.9999999999935,99.9999999999793,75.0000000000101,-1.20424335371876e-11,-7.00336334072344e-12,-4.13807549296126e-12
0.22501875156263,0.045403106564219,99.999999999992,99.9999999999743,75.0000000000115,-1.48359533115608e-11,-8.61985631445759e-12,-5.08892562297023e-12
0.270022501875156,0.0521690182115414,99.9999999999912,99.9999999999716,75.0000000000119,-1.62948438703496e-11,-9.46128230845184e-12,-5.5823923584245e-12
0.315026252187682,0.0537538138568731,99.9999999999912,99.9999999999712,75.0000000000114,-1.64096318481623e-11,-9.52318791090705e-12,-5.61640321719791e-12
0.360030002500208,0.0506729106372978,99.9999999999918,99.9999999999731,75.0000000000103,-1.52995433197849e-11,-8.87557582361965e-12,-5.23267316506113e-12
0.405033752812734,0.0443603778654335,99.9999999999929,99.9999999999766,75.0000000000086,-1.32461365098143e-11,-7.68246592151236e-12,-4.52826356258706e-12
0.45003750312526,0.0366924754444739,99.9999999999942,99.999999999981,75.000000000007,-1.07338039572462e-11,-6.2252263546055e-12,-3.66924965184785e-12
0.495041253437786,0.0295128067187286,99.9999999999955,99.9999999999852,75.0000000000056,-8.37170006513274e-12,-4.85708566761883e-12,-2.86379852863405e-12
0.540045003750313,0.0242562346262399,99.9999999999964,99.9999999999882,75.0000000000049,-6.70616894760726e-12,-3.8943156950058e-12,-2.29801364177614e-12
0.585048754062839,0.0217284691249092,99.9999999999968,99.9999999999895,75.0000000000049,-6.03854013232635e-12,-3.51077268610996e-12,-2.07388876128932e-12
0.630052504375365,0.022054931712073,99.9999999999966,99.9999999999891,75.0000000000055,-6.35622661247352e-12,-3.6982715692169e-12,-2.18612971029394e-12
0.675056254687891,0.0247755852542527,99.999999999996,99.9999999999873,75.0000000000065,-7.39812003453632e-12,-4.30478316671193e-12,-2.54481190394549e-12
0.720060005000417,0.0290379650448534,99.9999999999953,99.9999999999849,75.0000000000075,-8.79415724291759e-12,-5.11547410395265e-12,-3.02319767824785e-12
