ISEidfPITCH,ISEtrkPITCH,IAEidfPITCH,IAEtrkPITCH,IATEidfPITCH,IATEtrkPITCH,ISEidfYAW,ISEtrkYAW,IAEidfYAW,IAEtrkYAW,IATEidfYAW,IATEtrkYAW
4564.52853371966,219.00243286337,232.701131949138,22.7816720564772,280815.063710514,20501.6127608351,8150.76943381399,28.8996820980556,310.60343646861,12.6571671193129,477254.554372586,14091.3090065052
