ISEidfPITCH,ISEtrkPITCH,IAEidfPITCH,IAEtrkPITCH,IATEidfPITCH,IATEtrkPITCH,ISEidfYAW,ISEtrkYAW,IAEidfYAW,IAEtrkYAW,IATEidfYAW,IATEtrkYAW
62383.9226647495,250.425531992678,1580.65009685315,55.2416230553353,7626331.96099116,256534.849679523,61699.5320551904,24.0484525553089,1553.80956301688,20.4608589336492,7889012.24188453,98751.8661352303
