var1,var2,var3
0,0.183249999202389,0.199390363957855
0.0100008334027836,0.182752776868354,0.199390363957855
0.0200016668055671,0.179882584930023,0.197661076623553
0.0300025002083507,0.176704448518615,0.20057822770948
0.0400033336111343,0.163015891770169,0.186903888362505
0.0500041670139178,0.150010757599033,0.174047425330338
0.0600050004167014,0.138122539729589,0.162173717956861
0.070005833819485,0.127852095656359,0.151629250521304
0.0800066672222685,0.119442469682569,0.142759920254928
0.0900075006250521,0.112870297557788,0.135633193081738
0.100008334027836,0.107951174082279,0.130136442887536
0.110009167430619,0.104425400445846,0.126060896219416
0.120010000833403,0.102015446637437,0.123160998914056
0.130010834236186,0.100459652918087,0.121192055549204
0.14001166763897,0.099529790056697,0.119932334976306
0.150012501041753,0.0990374822419904,0.119194215410718
0.160013334444537,0.09883124117903,0.11882578032699
0.170014167847321,0.0987848278117618,0.11870294320972
0.180015001250104,0.098779015680061,0.118713368934338
0.190015834652888,0.0986810752952643,0.118735916668062
0.200016668055671,0.098327800958287,0.118621324844277
0.210017501458455,0.0975179826325264,0.118180471579728
0.220018334861238,0.0960190308345058,0.117185776906857
0.230019168264022,0.0935901014261965,0.115389285771824
0.240020001666806,0.0900202336573952,0.112557380949099
0.250020835069589,0.0851746772903368,0.108516730893797
0.260021668472373,0.0790371339589429,0.10320009303911
0.270022501875156,0.0717331278388524,0.096676911983208
0.28002333527794,0.0635232147234251,0.0891556924421075
0.290024168680723,0.0547644758409706,0.0809538990018691
0.300025002083507,0.0458506752248062,0.0724432576649781
0.310025835486291,0.0371492889274673,0.0639874876832193
0.320026668889074,0.0289532022315116,0.0558907878338773
0.330027502291858,0.0214571611845699,0.0483688845981989
0.340028335694641,0.0147589611830881,0.0415445924932383
0.350029169097425,0.0088779374150603,0.0354618876177952
0.360030002500208,0.00378084681666507,0.0301091874068844
0.370030835902992,-0.000593151223367274,0.0254434368591784
0.380031669305775,-0.00431328696275532,0.0214096290727285
0.390032502708559,-0.00744536009529325,0.0179535502361402
0.400033336111343,-0.0100467305326797,0.0150278199540033
0.410034169514126,-0.0121664374036544,0.0125925644624351
0.42003500291691,-0.0138484011704459,0.010612589688209
0.430035836319693,-0.0151357286193487,0.00905300505963201
0.440036669722477,-0.0160744685027711,0.00787504217969996
0.45003750312526,-0.0167156915238838,0.00703336915553555
0.460038336528044,-0.017115422579338,0.00647557776102959
0.470039169930828,-0.0173326080451877,0.0061438388868329
0.480040003333611,-0.0174257977043667,0.00597815203781654
0.490040836736395,-0.017449443980761,0.00592029970542435
0.500041670139178,-0.01745065543695,0.00591760342309732
0.510042503541962,-0.0174669717247224,0.00592580201774419
0.520043336944745,-0.0175253851054887,0.00591070716566541
0.530044170347529,-0.0176425344591491,0.00584861249942938
0.540045003750313,-0.0178258030465457,0.00572566342260007
0.550045837153096,-0.0180749690903728,0.00553651427495694
0.56004667055588,-0.0183840645729597,0.00528262363581266
0.570047503958663,-0.0187431603457122,0.0049704967647383
0.580048337361447,-0.0191398874883315,0.0046101037709573
0.59004917076423,-0.0195606058870145,0.00421360406645813
0.600050004167014,-0.019991225677256,0.00379440873978882
0.610050837569797,-0.0204177620978548,0.00336652761548611
0.620051670972581,-0.0208267486301918,0.00294408986111206
0.630052504375365,-0.0212056411873878,0.00254090465810486
0.640053337778148,-0.0215433186199942,0.00216994351354772
0.650054171180932,-0.0218307301051748,0.00184267253228381
0.660055004583715,-0.0220616717745935,0.00156822920013711
0.670055837986499,-0.0222336095557178,0.00135250783318479
0.680056671389282,-0.0223484182629852,0.00119727411502755
0.690057504792066,-0.0224128899327026,0.00109945839092327
0.70005833819485,-0.0224388816691848,0.0010507722940629
0.710059171597633,-0.022443020803652,0.00103775502214908
0.720060005000417,-0.0224459512940346,0.00104229374320616
0.7300608384032,-0.0224711740991354,0.00104259239614872
0.740061671805984,-0.0225435904883886,0.00101450064326925
0.750062505208767,-0.0226878908634909,0.000933071936421275
0.760063338611551,-0.0229269402086601,0.000774201407470572
0.770064172014335,-0.0232802991628173,0.000516198142845236
0.780065005417118,-0.0237629950585784,0.000141165258627579
0.790065838819902,-0.0243846280360125,-0.000363912827278485
0.800066672222685,-0.0251488683175293,-0.0010064488494286
0.810067505625469,-0.0260533727516787,-0.0017879420343965
0.820068339028252,-0.0270901199193633,-0.00270409427018538
0.830069172431036,-0.0282461313738053,-0.00374533635304649
0.84007000583382,-0.0295045121488302,-0.00489771122532954
0.850070839236603,-0.0308457102037561,-0.0061440244014742
0.860071672639387,-0.0322488685423092,-0.00746514108957434
0.87007250604217,-0.0336931325504029,-0.00884129241628107
0.880073339444954,-0.0351587835674005,-0.0102532554586518
0.890074172847737,-0.0366280981880045,-0.0116832949924151
0.900075006250521,-0.0380858764314466,-0.0131157951943843
0.910075839653304,-0.039519631962974,-0.0145375588568357
0.920076673056088,-0.0409194840341643,-0.015937799990931
0.930077506458872,-0.0422778253996755,-0.0173078940844565
0.940078339861655,-0.0435888584952929,-0.0186409730966796
0.950079173264439,-0.0448480931590769,-0.0199314580292094
0.960080006667222,-0.0460518861177752,-0.0211746127536322
0.970080840070006,-0.047197080257323,-0.02236618312756
0.980081673472789,-0.0482807756512707,-0.0235021604541669
0.990082506875573,-0.0493002390018399,-0.024578682744661
1.00008334027836,-0.0502529368422411,-0.0255920646304126
1.01008417368114,-0.0511366624894362,-0.0265389294658715
1.02008500708392,-0.0519497180885359,-0.0274164063243228
1.03008584048671,-0.0526911110036163,-0.0282223504183772
1.04008667388949,-0.0533607274450485,-0.0289555474169134
1.05008750729227,-0.0539594542349084,-0.0296158690244765
1.06008834069506,-0.0544892303271105,-0.0302043574523634
1.07008917409784,-0.054953021322985,-0.0307232282301475
1.08009000750063,-0.0553547210711548,-0.0311757923858464
1.09009084090341,-0.0556989931622009,-0.0315663088329948
1.10009167430619,-0.0559910708751004,-0.0318997847854375
