data1,data2,data3,data4,data5,data6
0,-0.382582349144194,-0.181221698074118,0.00785828466111815,-0.237517765301667,-0.470779722437854
0.0100050025012506,-0.381565823112908,-0.180637637645146,0.00785828466111815,-0.237517765301667,-0.470779722437854
0.0200100050025013,-0.381262400227066,-0.180225688475395,0.00834009157738798,-0.237370341824387,-0.470779722437854
0.0300150075037519,-0.364222920771975,-0.167499511031435,0.0159023239615216,-0.226500760665276,-0.457876913118877
0.0400200100050025,-0.362601506429778,-0.16297539553879,0.02450151632564,-0.220077190837457,-0.454060552870695
0.0500250125062531,-0.36382913564047,-0.163033080351356,0.0263765809740649,-0.21522151001155,-0.445164138404625
0.0600300150075038,-0.363721629197205,-0.16293052177081,0.0264653664906425,-0.215060694414458,-0.445078256485017
0.0700350175087544,-0.362913944966502,-0.162161932440638,0.0271802852488447,-0.214417651574848,-0.44451125675252
0.080040020010005,-0.361860260637407,-0.161176279915371,0.0281146894256665,-0.213528582496518,-0.4436843546114
0.0900450225112556,-0.360556353092941,-0.159949907570202,0.0292641391641503,-0.212453352703442,-0.442664837758349
0.100050025012506,-0.358997741797475,-0.158474396052915,0.030656340340389,-0.211143942724426,-0.441437563210293
0.110055027513757,-0.357205597125916,-0.156766601167786,0.0322788777427402,-0.209607937089253,-0.439988298355829
0.120060030015008,-0.355227356524266,-0.154871870901086,0.0340891657694839,-0.207882870620571,-0.438349371441155
0.130065032516258,-0.353127669573441,-0.152850937064489,0.0360294686198671,-0.20602449285381,-0.436573831769807
0.140070035017509,-0.350985105275457,-0.150777211985487,0.0380307147868652,-0.204098325286357,-0.434724530369346
0.150075037518759,-0.348889463295298,-0.148734974287299,0.0400137301609205,-0.202179045149449,-0.432872350510262
0.16008004002001,-0.346934326038971,-0.146813438501687,0.0418938212768541,-0.20034689364638,-0.431093353738089
0.170085042521261,-0.345205051240279,-0.145096203788855,0.0435898612687201,-0.198680036673699,-0.429462478816395
0.180090045022511,-0.343765074819658,-0.143648363678832,0.0450361645738702,-0.197243842392965,-0.428044045751979
0.190095047523762,-0.342645101767049,-0.142505440380217,0.0461934831601326,-0.196080245128702,-0.426881721461912
0.200100050025012,-0.341839226277372,-0.141668253887409,0.0470550859170053,-0.195201027899158,-0.425991468595426
0.210105052526263,-0.341309542596881,-0.141105789543585,0.0476454628906643,-0.194587752351993,-0.425360343970236
0.220110055027514,-0.340997568693752,-0.140765044853233,0.0480120460966772,-0.194198520009816,-0.424951830919923
0.230115057528764,-0.340838379542361,-0.14058426476269,0.0482129966850716,-0.193979075076422,-0.424715780493792
0.240120060030015,-0.340772838548005,-0.140505124620944,0.0483052641704257,-0.193874336005099,-0.424599393923382
0.250125062531266,-0.340754877362943,-0.140480609812343,0.0483362904776635,-0.19383693255301,-0.424555838391578
0.260130065032516,-0.340753445608798,-0.140477799714067,0.0483405034231402,-0.193831311134092,-0.42454882253666
0.270135067533767,-0.340750917856835,-0.140476981303632,0.0483395222978951,-0.19383416162087,-0.424553589259921
0.280140070035018,-0.340740266880244,-0.140469264757791,0.0483440677981055,-0.193832994446356,-0.424555972592385
0.290145072536268,-0.340722377443995,-0.140454131320199,0.0483561271258507,-0.193824306174546,-0.42455092498338
0.300150075037519,-0.340703624449212,-0.140437137592965,0.0483710726453609,-0.193811688839587,-0.4245409025831
0.310155077538769,-0.340693244356168,-0.140427346340803,0.0483801304777893,-0.193803507844628,-0.424533739078385
0.32016008004002,-0.340700247342314,-0.140434209465019,0.0483734955862819,-0.19380982490263,-0.42453964814756
0.330165082541271,-0.340730215021126,-0.140464211437714,0.0483438208917487,-0.193838801488799,-0.424567548746693
0.340170085042521,-0.340782802654119,-0.140518085793588,0.0482892755613669,-0.193893379118306,-0.424621499894669
0.350175087543772,-0.340850846849692,-0.140589549017997,0.0482151884216566,-0.193969257760157,-0.424698302359344
0.360180090045022,-0.340921663603398,-0.140666219655644,0.048133527162545,-0.194055001261217,-0.424787174004498
0.370185092546273,-0.34098058507789,-0.140732856099565,0.0480599874266102,-0.194134592797713,-0.424871921523932
0.380190095047524,-0.341016289123853,-0.140776503976981,0.0480090455017961,-0.194192157687739,-0.424935409526924
0.390195097548774,-0.341027250424491,-0.140792837750452,0.0479877120534225,-0.194218116667839,-0.424965612313111
0.400200100050025,-0.341028758037423,-0.140793027974501,0.0479887567461425,-0.194215915220194,-0.42496232959476
0.410205102551276,-0.341060263359829,-0.14081077565462,0.0479838940442114,-0.194208704558223,-0.424943812005594
0.420210105052526,-0.341193054523178,-0.140909459784581,0.0479170657966148,-0.194245730933568,-0.42495292569799
0.430215107553777,-0.341538076541675,-0.14118931449773,0.047697856529101,-0.194408399700166,-0.425062783790618
0.440220110055028,-0.34225287413447,-0.141793914700407,0.0471955255510988,-0.19481570756642,-0.425381660137125
0.450225112556278,-0.343544970656466,-0.142913836012448,0.0462353201642292,-0.195627774700286,-0.426056245727392
0.460230115057529,-0.345666528113149,-0.144783150161781,0.044600686621572,-0.197044495947429,-0.427270824345844
0.470235117558779,-0.34889232307937,-0.147661763725797,0.0420474645823453,-0.199294058665655,-0.429237874374596
0.48024012006003,-0.353471523419238,-0.151794790171771,0.0383380980688163,-0.202604090534866,-0.432173644985502
0.490245122561281,-0.35954747044217,-0.157342491740774,0.0333025182316068,-0.20714888534405,-0.436252441366247
0.500250125062531,-0.367056124159335,-0.164287256307842,0.026922076588713,-0.212974400899859,-0.441540009691104
0.510255127563782,-0.375649410584129,-0.172354093857112,0.0194075441311356,-0.219924308443623,-0.447924925178068
0.520260130065032,-0.384727535525657,-0.181017890700365,0.0112084020088638,-0.227620794750212,-0.455094154729714
0.530265132566283,-0.393635804935842,-0.189659823385014,0.00289168225737352,-0.235557648399378,-0.462605072609002
0.540270135067534,-0.40193280123516,-0.197816115253736,-0.00507791613975414,-0.24328888173389,-0.470045268567301
0.550275137568784,-0.409513051725536,-0.205326700529184,-0.0124956397064081,-0.250580862916041,-0.477170401934233
0.560280140070035,-0.416494285378588,-0.212262752624627,-0.0193809862371219,-0.257402970820482,-0.483908223017553
0.570285142571286,-0.423018341284317,-0.218743794942523,-0.0258209382863441,-0.263801247665946,-0.490259736101288
0.580290145072536,-0.429148272069889,-0.224829057317714,-0.0318637973853963,-0.269804266169381,-0.496224695199793
0.590295147573787,-0.434893707429461,-0.230531754798961,-0.0375239910711683,-0.275423214940127,-0.501804490871053
