ID,R2,RMSE,MAE,AVG
Identification pitch,0.916678560901611,2.42052197953235,1.40436795303781,0.0427989096577429
Identification yaw,0.929123189764876,1.91642707750998,1.32562331065037,-0.117491017793031
Tracking pitch,0.805929613782793,3.21706841731638,1.02467277890414,0.0231055582546887
Tracking yaw,0.954986452441749,1.44632103048123,0.618633512863291,0.00526545083871262
