ID,R2,RMSE,MAE,AVG
Tracking pitch,0.794589731229325,3.30972368211783,1.00109168434829,0.00543484750494652
Tracking yaw,0.949254383224117,1.53565036804193,0.672116537876646,0.0130338782572368
