time,refpitch,refyaw,mespitch,mesyaw,epsilonpitch,epsilonyaw,norm
0,0,0,-0.145189951722094,-0.59835877337057,0.145189951722094,0.59835877337057,0.615721807109832
0.045003750312526,0.00242024347210615,-0.00060628271944291,-1.33962698122623,0.387128026914346,1.34204722469833,-0.387734309633789,1.39693544882635
0.0900075006250521,0.00962247857792051,-0.00241782993182752,-5.01844794140685,0.631974392871798,5.02807041998477,-0.634392222803625,5.06793307381614
0.135011250937578,0.021518962351687,-0.00542369021823765,-9.91408517344229,0.274985113695044,9.93560413579398,-0.280408803913281,9.9395602840628
0.180015001250104,0.0380219518276494,-0.00961291215975713,-15.3707392409861,0.100197868107614,15.4087611928138,-0.109810780267371,15.4091524719768
0.22501875156263,0.0590437040400517,-0.0149745443374698,-20.561207319742,0.31657067767962,20.6202510237821,-0.331545222017089,20.6229162466909
0.270022501875156,0.0844964760231378,-0.0214976353324594,-25.4239697927972,0.774698668523822,25.5084662688203,-0.796196303856282,25.5208890899557
0.315026252187682,0.114292524811152,-0.0291712337258098,-29.7781616057489,0.793453886361516,29.89245413056,-0.822625120087326,29.9037711005791
0.360030002500208,0.148344107438337,-0.0379843880986049,-32.8944055586169,1.69167277920735,33.0427496660552,-1.72965716730595,33.0879890505604
0.405033752812734,0.186563480938937,-0.0479261470319284,-35.410515839409,2.31195656010646,35.5970793203479,-2.35988270713838,35.6752169233852
0.45003750312526,0.228862902347197,-0.0589855591068641,-36.8290349814562,3.13835815363362,37.0578978838034,-3.19734371274048,37.1955750376816
0.495041253437786,0.275154628697361,-0.071151672904496,-37.9958606196376,3.56366182567028,38.2710152483349,-3.63481349857477,38.4432370815427
0.540045003750313,0.325350917023671,-0.0844135370059078,-37.3650879951153,5.00190859835939,37.690438912139,-5.0863221353653,38.0320898486316
0.585048754062839,0.379364024360372,-0.0987601999921833,-33.8173188467602,6.12396404317875,34.1966828711205,-6.22272424317094,34.7582424238415
0.630052504375365,0.437106207741708,-0.114180710444406,-28.7934015529953,7.26718762236959,29.230507760737,-7.381368332814,30.1480875415867
0.675056254687891,0.498489724201923,-0.130664116943661,-22.64574976614,8.44089748080683,23.1442394903419,-8.57156159775049,24.6805082972441
0.720060005000417,0.56342683077526,-0.14819946807103,-16.6772817005901,8.9079124205284,17.2407085313654,-9.05611188859943,19.4744754281682
0.765063755312943,0.631829784495964,-0.166775812407599,-11.3349933438143,9.49285056011557,11.9668231283103,-9.65962637252317,15.3789868795382
0.810067505625469,0.703610842398278,-0.186382198534451,-6.72034996634656,10.7230657058932,7.42396080874483,-10.9094479044277,13.1958799505452
0.855071255937995,0.778682261516447,-0.207007675032669,-2.69025783887712,12.0463852935978,3.46894010039356,-12.2533929686305,12.7349591543829
0.900075006250521,0.856956298884714,-0.228641290483337,0.46557006649543,12.1184591061109,0.391386232389283,-12.3471003965943,12.3533020438457
0.945078756563047,0.938345211537323,-0.25127209346754,2.96474101459772,11.9140472023623,-2.0263958030604,-12.1653192958298,12.3329345056296
0.990082506875573,1.02276125650852,-0.274889132566361,5.03834096698774,11.4462137749314,-4.01557971047922,-11.7211029074978,12.389880297217
1.0350862571881,1.11011669083254,-0.299481456360884,6.14696141582846,11.5254470655629,-5.03684472499592,-11.8249285219238,12.8529661686447
1.08009000750063,1.20032377154364,-0.325038113432193,6.8718087197993,10.9406853341538,-5.67148494825566,-11.265723447586,12.6127818626891
1.12509375781315,1.29329475567606,-0.351548152361371,7.56226157874868,9.85009239461045,-6.26896682307263,-10.2016405469718,11.9738638241131
1.17009750812568,1.38894190026403,-0.379000621729503,8.44753587419297,9.90789778154108,-7.05859397392893,-10.2868984032706,12.4757375592787
1.2151012584382,1.48717746234182,-0.407384570117672,8.41225016721281,8.53819712223965,-6.92507270487099,-8.94558169235732,11.3128274000087
1.26010500875073,1.58791369894365,-0.436689046106962,8.4013561546095,7.5596684695503,-6.81344245566585,-7.99635751565727,10.5054619895975
1.30510875906326,1.69106286710377,-0.466903098278457,8.52791993540894,6.6220441458396,-6.83685706830516,-7.08894724411805,9.84864394738297
1.35011250937578,1.79653722385643,-0.49801577521324,8.41869963987082,5.13327082742186,-6.62216241601438,-5.6312866026351,8.69277998485473
1.39511625968831,1.90424902623588,-0.530016125492396,8.27843644167243,4.50073158901512,-6.37418741543655,-5.03074771450752,8.12026402120844
1.44012001000083,2.01411053127635,-0.562893197697009,8.1109012054156,2.55421128414559,-6.09679067413926,-3.1171044818426,6.84742264468863
1.48512376031336,2.12603399601208,-0.596636040408161,7.86509898697847,2.04524558786715,-5.73906499096639,-2.64188162827531,6.31794313905678
1.53012751062589,2.23993167747733,-0.631233702206938,7.65822515482996,0.826899835077014,-5.41829347735263,-1.45813353728395,5.61106564025714
1.57513126093841,2.35571583270634,-0.666675231674422,7.91008948800881,-0.146960174020261,-5.55437365530247,-0.519715057654161,5.57863517752063
1.62013501125094,2.47329871873334,-0.702949677391698,7.78940824706479,-0.845261074903573,-5.31610952833144,0.142311397511875,5.31801401380986
1.66513876156346,2.59259259259259,-0.740046087939849,7.52302040407706,-1.94912713141027,-4.93042781148447,1.20908104347042,5.07651409669461
1.71014251187599,2.71350971131833,-0.77795351189996,7.70470740729747,-3.06319387813466,-4.99119769597914,2.2852403662347,5.48947884337083
1.75514626218852,2.8359623319448,-0.816660997853114,7.65011396003325,-3.46220663987645,-4.81415162808845,2.64554564202334,5.49317464152155
1.80015001250104,2.95986271150625,-0.856157594380394,7.68828321603619,-4.32434881657685,-4.72842050452995,3.46819122219646,5.86398421053296
1.84515376281357,3.08512310703691,-0.896432350062885,7.46139164147274,-4.51490325676921,-4.37626853443583,3.61847090670632,5.67847320925028
1.89015751312609,3.21165577557104,-0.937474313481672,7.5790912902424,-5.77011164316245,-4.36743551467135,4.83263732968078,6.51374520034648
1.93516126343862,3.33937297414288,-0.979272533217836,7.7647893386211,-5.86664203749818,-4.42541636447822,4.88736950428034,6.59323067019205
1.98016501375115,3.46818695978667,-1.02181605785246,7.67003105993164,-6.83584208408739,-4.20184410014497,5.81402602623493,7.17345052786037
2.02516876406367,3.59800998953665,-1.06509393596663,7.70521638945618,-6.9432624371798,-4.10720639991953,5.87816850121316,7.17091412165803
2.0701725143762,3.72875432042707,-1.10909521614144,7.77952062482515,-7.66480402152778,-4.05076630439807,6.55570880538635,7.70623290550363
2.11517626468872,3.86033220949218,-1.15380894695795,7.69944079169815,-7.70327174789951,-3.83910858220597,6.54946280094156,7.5917203377683
2.16018001500125,3.99265591376621,-1.19922417699727,7.93194064103103,-7.415134329987,-3.93928472726482,6.21591015298973,7.35904227413477
2.20518376531378,4.12563769028342,-1.24532995484046,8.14202066256364,-7.7486231595285,-4.01638297228023,6.50329320468804,7.64356949900792
2.2501875156263,4.25918979607803,-1.29211532906862,8.16461602301896,-7.40208023061883,-3.90542622694093,6.10996490155021,7.25148433855121
2.29519126593883,4.39322448818431,-1.33956934826283,8.06260264166608,-7.72739496541433,-3.66937815348176,6.3878256171515,7.366726012849
2.34019501625135,4.52765402363649,-1.38768106100417,8.30070928884586,-8.02562700231735,-3.77305526520937,6.63794594131318,7.63533053339017
2.38519876656388,4.66239065946882,-1.43643951587373,8.55573623900556,-7.14298679365416,-3.89334557953674,5.70654727778043,6.9081706431762
2.43020251687641,4.79734665271554,-1.48583376145259,8.71320501394828,-7.94134897629024,-3.91585836123275,6.45551521483765,7.55033929000789
2.47520626718893,4.93243426041089,-1.53585284632183,8.9370077926606,-7.94114144513947,-4.00457353224972,6.40528859881764,7.55409367226395
2.52021001750146,5.06756573958911,-1.58648581906254,8.53296296404875,-8.07942893186632,-3.46539722445964,6.49294311280378,7.35984294597369
2.56521376781398,5.20265334728446,-1.6377217282558,8.78405010460856,-7.58741368727035,-3.5813967573241,5.94969195901455,6.94443929633876
2.61021751812651,5.33760934053118,-1.6895496224827,8.78168320881396,-7.37193387877449,-3.44407386828278,5.68238425629179,6.64463209262493
2.65522126843904,5.47234597636351,-1.74195855032432,8.68647000750707,-6.81257995708668,-3.21412403114357,5.07062140676237,6.00348188456427
2.70022501875156,5.60677551181569,-1.79493756036174,8.83367895008487,-7.04299767076841,-3.22690343826918,5.24806011040667,6.16076624474222
